popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre_Art_Instrumental,genre_Electronic_Dance,genre_Folk_Country_Blues,genre_Latin_Brazilian,genre_Metal_HardRock,genre_Mood_Ambient,genre_Other,genre_Pop,genre_RnB_Soul,genre_Rock_Alternative,genre_World,is_hit
52,181413,0,0.597,0.7,5,-9.284,0,0.0615,0.242,0.0,0.101,0.478,160.432,4,0,0,0,0,0,1,0,1,0,0,0,1
39,289893,0,0.704,0.433,9,-10.321,1,0.0355,0.186,0.000514,0.0503,0.497,135.01,4,0,0,0,0,0,0,0,0,0,0,1,0
73,130173,0,0.699,0.467,4,-8.578,0,0.0375,0.685,0.0,0.315,0.764,119.287,4,0,0,0,0,0,0,0,0,0,1,0,1
43,324837,0,0.764,0.275,0,-11.795,0,0.0394,0.244,0.731,0.284,0.437,115.006,4,0,1,0,0,0,0,0,0,0,0,0,0
42,539586,0,0.495,0.953,6,-5.1,1,0.0419,0.000171,0.649,0.324,0.384,145.011,4,0,1,0,0,0,0,0,0,0,0,0,0
65,166456,0,0.685,0.826,0,-5.638,0,0.029,0.0962,0.508,0.144,0.34,124.99,4,0,1,0,0,0,0,0,0,0,0,0,1
64,159000,0,0.55,0.145,0,-15.753,1,0.0332,0.913,0.0,0.118,0.138,103.918,4,0,0,0,0,0,0,0,0,0,1,0,1
42,295920,0,0.101,0.241,0,-17.526,1,0.0376,0.819,0.944,0.14,0.0369,90.234,5,0,0,0,0,0,1,0,0,0,0,0,0
27,260040,0,0.482,0.775,9,-6.359,0,0.227,0.787,0.00166,0.318,0.874,199.981,4,0,0,0,1,0,0,0,0,0,0,0,0
17,153786,0,0.405,0.257,2,-16.123,0,0.031,0.948,0.879,0.0941,0.332,153.389,4,0,0,0,1,0,0,0,0,0,0,0,0
33,221000,0,0.299,0.971,6,-6.04,1,0.117,0.00232,0.359,0.613,0.392,144.338,4,0,0,0,0,1,0,0,0,0,0,0,0
46,189397,0,0.603,0.521,2,-5.095,1,0.026,0.707,0.0,0.265,0.519,98.755,4,0,0,0,1,0,0,0,0,0,0,0,0
37,187789,0,0.667,0.67,0,-4.641,1,0.0377,0.809,0.0,0.823,0.548,146.043,4,0,0,0,1,0,0,0,0,0,0,0,0
54,154240,0,0.663,0.896,1,-4.23,0,0.0963,0.672,0.0,0.466,0.955,155.947,4,0,0,0,1,0,0,0,0,0,0,0,1
44,193115,0,0.615,0.944,9,-4.115,1,0.2,0.187,0.0,0.374,0.782,94.69,4,0,0,0,1,0,0,0,0,0,0,0,0
19,1002693,0,0.152,0.993,9,-5.366,1,0.217,3.54e-05,0.0431,0.413,0.0303,105.333,4,0,0,0,0,1,0,0,0,0,0,0,0
54,380800,0,0.551,0.378,1,-7.37,1,0.0303,0.736,0.0,0.308,0.275,74.974,4,0,0,0,0,0,0,0,1,0,0,0,1
16,159560,0,0.749,0.399,4,-9.51,0,0.0731,0.934,0.912,0.108,0.829,108.921,4,0,0,0,1,0,0,0,0,0,0,0,0
43,137053,0,0.765,0.485,5,-4.992,1,0.0345,0.626,0.000341,0.0396,0.984,111.931,4,0,0,0,0,0,0,0,0,1,0,0,0
42,124153,0,0.76,0.421,0,-13.481,1,0.0342,0.58,4.42e-06,0.163,0.972,130.031,4,0,0,0,0,0,1,0,0,0,0,0,0
42,194538,0,0.705,0.393,0,-15.107,0,0.035,0.295,0.00559,0.354,0.459,129.99,4,0,0,1,0,0,0,0,0,0,0,1,0
1,404956,0,0.471,0.625,3,-13.005,0,0.0357,0.043,0.921,0.0523,0.0515,116.017,4,0,0,0,0,0,0,0,0,0,0,1,0
47,267389,0,0.775,0.728,4,-6.89,0,0.0481,0.283,0.0,0.253,0.707,167.0,4,0,0,0,1,0,0,0,0,0,0,0,0
0,177333,0,0.74,0.63,11,-6.634,0,0.0832,0.0212,0.0,0.299,0.763,89.952,4,0,1,0,1,0,0,0,0,0,0,1,0
55,167700,0,0.508,0.905,9,-4.467,0,0.311,0.00972,0.0,0.342,0.212,160.627,4,0,0,0,0,0,0,0,0,0,0,1,1
53,218106,0,0.616,0.641,1,-6.696,1,0.0354,0.0104,0.0,0.0813,0.134,107.979,4,0,0,0,0,0,0,0,0,0,0,1,1
33,262600,0,0.245,0.845,11,-8.308,0,0.0728,0.00114,1.3e-05,0.225,0.372,158.515,4,0,0,0,0,1,0,0,0,0,0,0,0
0,192266,0,0.722,0.45,3,-7.503,0,0.0396,0.199,3.14e-06,0.0739,0.664,118.455,4,0,0,0,0,0,0,0,0,1,1,0,0
14,147253,0,0.228,0.968,8,-4.733,1,0.17,0.000106,0.000205,0.363,0.272,79.748,4,0,0,0,0,1,0,0,0,0,0,0,0
33,222826,0,0.618,0.873,11,-6.873,0,0.14,0.00202,0.0,0.148,0.744,183.939,4,0,0,0,0,0,0,0,0,0,0,1,0
47,519293,0,0.285,0.93,0,-7.939,1,0.0752,1.34e-06,0.988,0.518,0.0341,80.436,4,0,0,0,0,1,0,0,0,0,0,0,0
48,152946,0,0.623,0.738,3,-5.709,1,0.0281,0.179,0.0,0.146,0.874,152.066,4,0,1,0,0,0,0,0,0,0,0,0,0
47,201706,0,0.557,0.496,5,-9.272,1,0.0276,0.626,1.32e-06,0.102,0.293,132.716,4,0,1,0,0,0,0,0,0,0,0,0,0
42,196143,1,0.717,0.623,2,-5.724,1,0.327,0.00367,4.16e-06,0.506,0.219,92.626,4,0,0,0,0,0,0,0,0,0,0,1,0
21,301259,0,0.879,0.731,1,-9.609,1,0.0715,0.0584,0.455,0.0595,0.945,119.997,4,0,0,0,0,0,0,0,0,0,0,1,0
40,167862,0,0.64,0.419,2,-10.453,1,0.0337,0.704,0.0,0.212,0.527,108.401,3,0,0,0,0,0,0,0,0,0,1,0,0
51,240706,0,0.329,0.867,9,-7.588,0,0.116,0.0167,0.0,0.442,0.324,104.671,4,0,1,0,0,0,0,0,0,0,0,0,1
58,329640,0,0.477,0.636,8,-8.334,0,0.0356,0.865,0.00226,0.208,0.707,84.547,4,0,0,0,0,0,0,0,1,0,0,0,1
7,260519,0,0.822,0.843,2,-10.213,1,0.0437,0.173,0.00245,0.232,0.932,120.973,4,0,0,0,0,0,1,0,0,0,0,0,0
32,113946,0,0.598,0.187,7,-15.965,1,0.0346,0.503,0.0,0.231,0.519,75.02,4,1,0,0,0,0,0,0,0,0,0,0,0
55,376000,1,0.641,0.565,9,-7.072,0,0.308,0.139,0.0,0.249,0.544,119.518,5,0,0,0,0,0,0,0,0,1,0,0,1
47,176666,0,0.469,0.724,4,-6.294,0,0.123,0.139,0.0017,0.131,0.69,89.973,4,0,0,0,0,0,0,0,0,0,0,1,0
75,218883,0,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,4,0,0,1,0,0,0,0,0,0,1,1,1
28,259213,0,0.693,0.933,10,-5.246,1,0.0433,0.00676,0.000183,0.276,0.608,121.976,4,0,0,0,1,0,0,0,0,0,0,0,0
51,161360,0,0.396,0.0373,9,-18.642,1,0.0416,0.907,4.41e-05,0.111,0.302,103.051,3,0,0,0,0,0,0,0,0,0,1,0,1
26,210266,0,0.594,0.305,7,-12.028,1,0.0482,0.718,0.0231,0.108,0.694,166.7,4,0,0,0,0,0,0,0,0,0,0,1,0
50,155384,0,0.682,0.532,9,-7.945,0,0.291,0.172,1.05e-06,0.0699,0.56,77.989,4,0,0,0,0,0,0,0,0,0,0,1,1
20,182544,0,0.594,0.525,7,-8.435,1,0.027,0.074,4.37e-05,0.103,0.474,76.979,4,0,0,1,0,0,0,0,0,0,0,0,0
12,117813,0,0.5,0.819,0,-8.577,1,0.0356,0.000165,0.875,0.271,0.965,74.957,4,0,0,0,0,0,1,0,0,0,0,0,0
15,166760,0,0.635,0.542,7,-7.661,0,0.0884,0.94,3.19e-05,0.102,0.849,133.361,4,0,0,0,1,0,0,0,0,0,0,0,0
24,176341,0,0.567,0.997,10,-1.463,1,0.185,0.121,0.0,0.401,0.708,135.923,4,0,0,0,0,0,1,0,0,0,0,0,0
38,301040,0,0.791,0.711,0,-9.548,1,0.0702,0.149,0.000198,0.25,0.901,139.826,4,0,0,0,0,0,0,0,0,0,1,0,0
20,132334,0,0.312,0.0435,2,-24.635,1,0.044,0.953,0.942,0.108,0.197,74.396,4,0,0,0,0,0,1,0,0,0,0,0,0
55,232500,0,0.588,0.872,7,-7.133,1,0.0892,0.000591,0.649,0.12,0.119,127.996,4,0,1,0,0,0,0,0,0,0,0,0,1
46,438442,0,0.399,0.557,11,-10.876,0,0.0601,0.616,0.0,0.907,0.746,179.232,4,0,0,0,1,0,0,0,0,0,0,0,0
38,174464,0,0.511,0.448,4,-10.358,1,0.0826,0.886,0.0178,0.113,0.0798,92.607,4,0,0,0,0,0,0,0,0,0,0,1,0
39,199720,0,0.831,0.577,7,-6.774,1,0.364,0.258,0.0,0.354,0.245,95.018,4,0,0,0,0,0,0,0,0,0,0,1,0
28,84666,1,0.669,0.715,5,-9.044,1,0.912,0.714,0.0,0.77,0.579,80.52,1,0,0,0,0,0,1,0,0,0,0,0,0
43,214986,0,0.729,0.681,3,-7.659,1,0.0393,0.684,0.0,0.0926,0.942,148.109,4,0,0,0,1,0,0,0,0,0,0,0,0
60,191610,0,0.433,0.00824,10,-29.236,1,0.0516,0.995,0.886,0.0742,0.0807,62.597,4,0,0,0,0,0,1,0,0,0,0,0,1
18,232066,0,0.655,0.294,7,-12.93,1,0.0279,0.786,0.000382,0.114,0.622,99.376,4,0,0,1,0,0,0,0,0,0,0,0,0
10,654667,0,0.756,0.939,1,-4.919,1,0.0609,0.000267,0.854,0.0861,0.16,124.0,4,0,1,0,0,0,0,0,0,0,0,0,0
54,289920,0,0.721,0.683,11,-6.577,0,0.0252,0.238,8.08e-06,0.092,0.901,112.991,4,0,0,0,0,0,0,0,1,0,0,0,1
51,121280,0,0.665,0.788,10,-5.757,0,0.0725,0.0141,0.897,0.422,0.658,189.88,4,0,0,0,0,0,0,0,0,1,0,0,1
0,227586,0,0.403,0.533,7,-4.633,1,0.0271,0.589,5.01e-06,0.136,0.283,98.741,3,0,0,0,1,0,0,0,0,0,1,0,0
0,123453,0,0.631,0.569,5,-5.956,0,0.0438,0.728,0.0,0.27,0.874,71.078,4,0,0,0,0,0,0,0,0,0,1,0,0
3,410066,0,0.302,0.019,9,-26.351,1,0.0361,0.992,0.915,0.17,0.194,70.075,4,1,0,0,0,0,0,0,0,0,0,0,0
59,182337,0,0.0612,0.0941,5,-25.781,1,0.0485,0.821,0.789,0.107,0.0331,65.222,4,0,0,0,0,0,1,0,0,0,0,0,1
23,134666,0,0.686,0.737,11,-7.708,1,0.0463,0.0207,0.00116,0.076,0.841,164.821,4,0,0,0,0,0,1,0,0,0,0,0,0
68,198095,0,0.653,0.945,5,-2.634,1,0.096,0.00561,0.915,0.439,0.326,126.093,4,0,1,0,0,0,0,0,0,0,0,0,1
70,171093,0,0.73,0.809,5,-6.406,0,0.0876,0.208,0.0013,0.0804,0.825,101.965,4,0,0,0,1,0,0,0,0,0,0,1,1
45,298546,0,0.448,0.399,6,-8.303,0,0.0313,0.579,0.0,0.0762,0.12,73.959,4,0,0,0,0,0,0,0,0,0,0,1,0
43,187364,0,0.676,0.477,8,-8.967,1,0.0545,0.0423,0.0,0.0678,0.521,135.888,4,0,1,0,0,0,0,0,0,0,0,0,0
33,192960,0,0.553,0.543,8,-9.332,1,0.132,0.507,0.0,0.975,0.436,108.253,4,0,0,0,0,0,0,0,0,0,0,1,0
22,302053,0,0.279,0.953,7,-6.137,1,0.103,0.000273,0.00473,0.174,0.246,200.661,4,0,0,0,0,1,0,0,0,0,0,0,0
68,200733,0,0.608,0.785,11,-5.346,0,0.0472,0.00173,0.0,0.0762,0.806,117.983,4,0,0,1,0,0,0,0,0,0,0,0,1
64,263600,0,0.413,0.419,3,-10.592,0,0.0314,0.602,0.000113,0.13,0.264,149.658,3,0,0,0,0,0,0,0,0,1,0,0,1
47,124666,0,0.478,0.522,6,-9.786,0,0.0342,0.18,0.91,0.456,0.196,122.73,4,0,0,0,0,0,1,0,0,0,0,0,0
9,279800,0,0.56,0.886,9,-8.416,0,0.0456,0.107,0.833,0.0795,0.964,120.005,4,0,1,0,0,0,0,0,0,0,0,0,0
62,335542,0,0.218,0.00352,1,-39.627,1,0.0515,0.992,0.951,0.139,0.192,68.61,4,0,0,0,0,0,1,0,0,0,0,0,1
27,135500,0,0.58,0.161,8,-12.758,1,0.15,0.938,0.925,0.14,0.142,140.888,4,0,0,0,0,0,1,0,0,0,0,0,0
18,232573,0,0.48,0.176,1,-8.768,1,0.0658,0.992,0.0013,0.102,0.765,71.419,1,0,0,0,1,0,0,0,0,0,0,0,0
0,480500,0,0.113,0.764,10,-12.006,1,0.0618,0.511,0.843,0.063,0.112,85.619,4,0,0,0,0,0,0,0,0,0,0,1,0
76,192986,0,0.348,0.652,3,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,70.956,4,0,0,0,0,0,0,0,0,0,1,0,1
67,225240,0,0.582,0.428,2,-9.13,1,0.0516,0.752,0.0,0.102,0.255,99.608,3,0,0,0,0,0,1,0,0,0,0,0,1
42,243692,0,0.474,0.188,4,-13.749,1,0.0295,0.893,0.156,0.0961,0.167,129.797,4,0,0,0,0,0,0,0,0,0,1,0,0
0,177226,0,0.849,0.745,8,-5.975,1,0.087,0.0414,0.0,0.388,0.674,106.968,4,0,0,0,0,0,1,0,0,0,0,0,0
0,175986,0,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,1,0,1,0,0,0,0,0,0,0,0,0
22,217920,0,0.436,0.687,11,-5.122,1,0.0328,0.427,0.0,0.142,0.69,130.927,4,0,0,0,0,0,0,0,0,0,1,0,0
20,199680,0,0.475,0.528,2,-7.895,0,0.0339,0.504,0.0,0.144,0.226,116.544,4,0,0,0,0,0,1,0,0,0,0,0,0
61,171925,0,0.656,0.662,4,-5.034,1,0.0971,0.0203,0.0,0.115,0.289,124.772,4,0,0,0,0,0,0,0,0,0,0,1,1
44,298481,0,0.452,0.299,7,-11.7,1,0.0407,0.794,0.0,0.046,0.233,78.769,4,0,0,1,1,0,0,0,0,1,0,0,0
29,212571,0,0.432,0.936,3,-8.084,0,0.0579,0.00378,0.906,0.116,0.178,140.005,4,0,1,0,0,0,0,0,0,0,0,0,0
0,168180,0,0.636,0.886,0,-4.76,1,0.0433,0.347,0.0,0.171,0.589,140.888,4,0,1,0,0,0,0,0,0,0,0,0,0
27,177986,0,0.477,0.97,11,-5.967,0,0.109,2.31e-05,0.00184,0.096,0.487,131.518,4,0,0,0,0,1,0,0,0,0,0,0,0
35,166607,0,0.603,0.498,7,-7.335,0,0.0479,0.776,0.938,0.169,0.28,155.98,4,0,0,0,0,0,1,0,0,0,0,0,0
23,233493,0,0.556,0.956,5,-4.817,0,0.0849,0.000827,0.000136,0.312,0.464,94.029,4,0,0,0,0,1,0,0,0,0,0,0,0
8,133693,0,0.818,0.489,8,-14.19,1,0.0619,0.516,0.0,0.314,0.824,119.879,4,0,0,0,0,0,1,0,0,0,0,0,0
56,148416,0,0.363,0.0437,5,-31.559,1,0.0353,0.993,0.875,0.0951,0.254,102.193,4,1,0,0,0,0,0,0,0,0,0,0,1
40,305998,0,0.653,0.621,7,-4.672,0,0.0283,0.12,0.0,0.155,0.721,83.954,4,0,0,1,0,0,0,0,0,0,0,0,0
36,293120,0,0.431,0.766,9,-10.296,0,0.032,0.209,1.38e-05,0.305,0.499,144.485,4,0,0,1,0,0,0,0,0,0,0,0,0
54,197400,0,0.7,0.699,10,-4.193,0,0.0531,0.45,0.0,0.103,0.567,100.037,4,0,0,0,0,0,0,0,0,0,0,1,1
0,384666,0,0.579,0.724,1,-7.989,0,0.025,0.0081,0.00468,0.171,0.188,136.094,4,0,1,0,0,0,0,0,0,0,0,0,0
28,142333,0,0.738,0.925,0,-4.205,1,0.0429,0.0125,0.836,0.153,0.704,131.065,4,0,0,0,0,0,0,0,0,0,0,1,0
53,193280,0,0.702,0.871,2,-5.9,1,0.0441,0.000691,0.000782,0.367,0.774,108.031,4,0,0,0,0,0,0,0,0,0,1,0,1
10,162000,0,0.755,0.66,10,-6.014,0,0.0432,0.00176,0.0,0.111,0.221,144.004,3,0,0,0,0,0,1,0,0,0,0,0,0
58,153027,1,0.682,0.491,2,-8.095,0,0.0431,0.634,0.0,0.124,0.324,139.844,4,0,0,0,0,0,1,0,0,1,0,0,1
3,254920,1,0.795,0.845,9,-3.809,0,0.135,0.105,1.14e-05,0.172,0.769,170.023,4,0,0,0,1,0,0,0,0,0,0,1,0
0,166973,0,0.22,0.441,8,-9.321,1,0.0608,0.649,0.904,0.703,0.0536,77.024,5,0,0,0,0,0,0,0,0,0,0,1,0
26,195093,0,0.395,0.463,7,-9.397,1,0.0305,0.806,0.421,0.117,0.258,112.0,4,0,0,1,0,0,0,0,0,0,0,0,0
39,192371,0,0.711,0.498,11,-10.022,1,0.0272,0.253,2.49e-06,0.11,0.612,97.999,4,0,0,0,1,0,0,0,0,0,0,0,0
24,337146,0,0.601,0.523,11,-12.2,0,0.0281,0.0642,0.000369,0.275,0.604,105.084,4,0,0,0,0,0,0,0,1,0,0,0,0
10,159066,0,0.668,0.571,5,-13.411,1,0.107,0.162,0.929,0.112,0.0717,120.481,3,0,1,0,0,0,0,0,0,0,0,0,0
0,456005,0,0.792,0.636,8,-11.551,0,0.039,0.0002,0.11,0.406,0.632,119.999,4,0,0,0,0,0,0,0,0,1,0,0,0
43,269493,0,0.602,0.895,7,-4.567,1,0.0316,0.102,0.0645,0.353,0.365,114.962,4,0,0,0,0,0,0,0,1,0,0,0,0
19,194560,0,0.472,0.97,9,-1.805,0,0.219,0.000868,0.0255,0.0408,0.38,112.591,3,0,0,0,0,0,0,0,1,0,0,0,0
42,186086,0,0.497,0.882,10,-7.217,0,0.0504,0.00852,0.0353,0.12,0.0636,137.902,4,0,1,0,0,0,0,0,0,0,0,0,0
0,129817,0,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,4,0,1,0,0,0,0,0,0,0,0,0,0
38,330559,0,0.566,0.617,10,-6.366,1,0.0296,0.245,0.0,0.854,0.436,131.952,4,0,0,1,0,0,0,0,0,0,0,0,0
49,135401,0,0.934,0.269,2,-11.631,1,0.0712,0.731,2.96e-06,0.0727,0.965,135.061,3,0,0,0,0,0,1,0,0,0,0,0,0
58,193461,0,0.704,0.327,7,-16.332,1,0.396,0.749,0.0,0.102,0.491,96.082,4,0,0,0,0,0,0,0,0,0,1,0,1
42,235880,0,0.483,0.938,11,-4.982,0,0.0481,0.00108,0.11,0.292,0.265,100.064,4,0,0,0,0,1,0,0,0,0,0,0,0
43,395542,0,0.609,0.527,9,-10.982,0,0.032,0.12,0.824,0.109,0.0835,120.016,4,0,1,0,0,0,0,0,0,0,0,0,0
35,202336,1,0.694,0.68,11,-9.244,1,0.229,0.497,0.0,0.0623,0.606,139.724,4,0,0,0,0,0,0,0,0,0,0,1,0
30,161959,0,0.684,0.498,2,-9.134,1,0.0341,0.765,0.0,0.355,0.897,96.021,4,1,0,0,0,0,0,0,0,0,0,0,0
60,214293,0,0.599,0.727,4,-4.894,1,0.0783,0.668,2.58e-05,0.102,0.697,167.979,4,0,0,1,0,0,0,0,0,0,0,0,1
0,120000,0,0.468,0.995,4,-18.836,0,0.047,0.94,0.889,0.946,0.0146,84.291,5,0,0,0,0,0,1,0,0,0,0,0,0
59,63711,0,0.473,0.837,9,-7.101,1,0.0336,0.0968,0.912,0.297,0.212,97.261,4,0,0,0,0,0,0,0,0,1,0,0,1
44,282615,0,0.555,0.331,0,-8.622,1,0.0354,0.434,0.0,0.117,0.255,124.536,4,0,0,0,0,0,1,0,0,0,0,0,0
20,186173,0,0.601,0.524,11,-8.623,0,0.0288,0.845,5.5e-06,0.0894,0.673,124.938,4,0,0,0,0,0,0,0,0,1,0,0,0
27,89760,0,0.673,0.637,3,-7.546,1,0.0281,0.295,0.000383,0.184,0.541,105.043,4,0,0,1,0,0,0,0,0,0,0,0,0
0,198866,0,0.434,0.3,0,-8.768,1,0.0286,0.832,0.0,0.143,0.481,84.899,4,1,0,1,0,0,0,0,0,1,0,0,0
14,144749,0,0.463,0.194,9,-14.316,1,0.0281,0.914,0.0698,0.118,0.43,91.639,3,0,0,1,0,0,0,0,0,0,0,0,0
36,197800,0,0.866,0.765,10,-11.137,0,0.0576,0.145,1.59e-06,0.0926,0.958,110.877,4,0,0,0,1,0,0,0,0,0,0,0,0
77,222813,0,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,4,0,0,0,0,0,0,0,0,0,0,1,1
0,150560,0,0.626,0.849,7,-3.662,1,0.123,0.0732,0.0,0.593,0.898,138.997,4,0,1,0,0,0,0,0,0,0,0,0,0
20,266520,0,0.431,0.328,0,-9.884,1,0.243,0.934,8.44e-06,0.233,0.372,78.395,4,0,0,0,1,0,0,0,0,0,0,0,0
41,181417,0,0.758,0.492,2,-6.999,0,0.045,0.389,0.0,0.191,0.38,127.128,4,0,0,0,0,0,0,0,0,0,0,1,0
29,252107,0,0.688,0.78,4,-10.831,0,0.0517,0.273,0.00208,0.0544,0.653,177.066,4,0,0,0,1,0,0,0,0,0,0,0,0
8,155581,0,0.648,0.439,1,-10.652,1,0.268,0.348,0.888,0.501,0.682,172.073,4,0,0,0,0,0,1,0,0,0,0,0,0
68,157432,0,0.605,0.874,7,-4.949,0,0.0295,0.000563,0.812,0.112,0.836,125.99,4,0,1,0,0,0,0,0,0,0,0,0,1
66,237913,0,0.746,0.976,5,-3.123,0,0.187,0.188,0.0,0.353,0.912,115.048,4,0,0,0,0,0,0,0,1,0,0,0,1
24,167706,0,0.342,0.896,5,-5.171,1,0.0952,0.0277,3.59e-06,0.0813,0.745,205.661,4,0,0,0,0,0,0,0,0,0,1,0,0
24,164973,0,0.565,0.988,0,-2.89,1,0.0503,0.0379,0.0,0.0696,0.906,125.983,4,0,0,0,0,0,1,0,0,0,0,0,0
54,201465,0,0.623,0.897,10,-5.27,0,0.171,0.0529,0.00191,0.13,0.581,124.066,4,0,1,0,0,0,0,0,0,0,0,1,1
48,197979,0,0.733,0.62,2,-6.393,1,0.0439,0.629,0.0,0.0973,0.267,114.919,4,0,0,0,0,0,1,0,0,0,0,0,0
21,213079,1,0.668,0.775,2,-5.386,1,0.807,0.847,0.0,0.744,0.492,84.915,1,0,0,0,0,0,1,0,0,0,0,0,0
51,271613,0,0.675,0.681,5,-5.728,0,0.0356,0.312,0.0,0.304,0.675,106.521,4,0,1,0,0,0,0,0,0,0,0,0,1
13,122666,1,0.371,0.914,11,-4.019,1,0.0703,4.07e-05,0.214,0.0714,0.131,123.99,4,0,0,0,0,1,0,0,0,0,0,0,0
71,229510,0,0.723,0.456,4,-7.679,0,0.0359,0.137,2.95e-05,0.081,0.0383,101.139,4,0,0,0,0,0,0,0,1,1,0,0,1
0,215720,0,0.377,0.763,3,-6.866,1,0.0387,0.777,0.00125,0.157,0.302,83.267,4,0,0,0,0,0,0,0,0,1,1,0,0
62,179217,0,0.727,0.912,8,-3.594,0,0.0377,0.0272,0.000443,0.118,0.671,126.023,4,0,1,0,0,0,0,0,0,0,0,0,1
0,181400,0,0.479,0.541,0,-9.862,1,0.0543,0.74,0.0,0.108,0.3,85.994,4,0,0,1,0,0,0,0,0,0,0,0,0
11,372610,0,0.888,0.702,2,-11.143,1,0.0626,0.000971,0.853,0.0731,0.924,119.154,4,0,1,0,0,0,0,0,0,0,0,0,0
27,142306,0,0.529,0.0207,4,-25.962,0,0.167,0.948,0.865,0.111,0.14,74.72,1,0,0,1,0,0,0,0,0,0,0,0,0
72,220708,1,0.853,0.467,9,-6.843,0,0.195,0.00596,0.00171,0.203,0.329,87.023,4,0,0,0,0,0,0,0,0,0,1,0,1
22,282586,0,0.514,0.347,11,-10.866,1,0.0296,0.815,0.0,0.277,0.386,159.562,4,0,0,1,0,0,0,0,0,0,0,0,0
15,386666,0,0.604,0.861,2,-3.777,1,0.11,0.000113,0.279,0.187,0.207,174.929,4,0,1,0,0,0,0,0,0,0,0,0,0
19,193294,0,0.807,0.536,11,-18.412,1,0.155,0.32,0.972,0.113,0.717,120.008,4,0,1,0,0,0,0,0,0,0,0,0,0
0,197146,0,0.262,0.677,7,-5.645,1,0.0528,0.447,0.0,0.205,0.365,207.478,3,1,0,0,0,0,0,0,0,0,0,0,0
0,118840,0,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,0,0,0,0,0,0,0,0,0,1,0,0
52,275280,0,0.526,0.715,0,-5.364,1,0.0333,0.448,0.0,0.109,0.652,154.083,4,0,0,0,0,0,0,0,1,0,0,0,1
8,73795,0,0.735,0.608,0,-10.809,1,0.0896,0.0268,0.892,0.0807,0.97,113.346,3,0,0,0,0,0,1,0,0,0,0,0,0
14,172893,0,0.249,0.704,10,-9.094,0,0.116,2.35e-06,0.507,0.0808,0.419,114.702,4,0,0,0,0,1,0,0,0,0,0,0,0
40,265195,0,0.65,0.744,7,-6.467,0,0.0317,0.00546,3.75e-06,0.117,0.548,127.016,4,0,0,0,0,0,0,0,0,0,0,1,0
49,254615,0,0.259,0.195,9,-13.639,0,0.0331,0.264,0.433,0.352,0.183,146.011,4,0,0,1,0,0,0,0,0,0,0,0,0
17,403493,1,0.223,0.897,9,-11.907,1,0.0971,8.42e-06,0.191,0.131,0.221,95.002,4,0,0,0,0,1,0,0,0,0,0,0,0
24,279800,0,0.509,0.632,2,-7.726,1,0.0272,0.0331,1e-05,0.179,0.425,134.923,4,0,0,0,0,0,1,0,0,0,0,0,0
19,284640,0,0.326,0.885,9,-1.975,1,0.0672,0.244,0.208,0.431,0.75,183.467,4,0,0,0,0,0,0,0,1,0,0,0,0
18,234240,0,0.53,0.902,0,-3.81,0,0.0619,0.016,0.0,0.451,0.538,120.99,4,0,0,0,0,0,0,0,1,0,0,0,0
57,226066,0,0.591,0.942,7,-4.975,1,0.0576,0.00429,0.0558,0.18,0.456,95.084,4,0,0,0,0,1,0,0,0,0,0,0,1
46,422608,0,0.383,0.754,2,-7.816,1,0.0641,0.00757,0.684,0.095,0.232,138.002,4,0,1,0,0,0,0,0,0,0,0,0,0
46,174760,0,0.493,0.819,4,-7.757,0,0.117,0.575,0.0,0.724,0.624,158.143,4,0,0,0,1,0,0,0,0,0,0,0,0
48,245440,0,0.472,0.628,5,-8.862,1,0.0349,0.394,0.0415,0.484,0.352,106.04,3,0,0,0,1,0,0,0,0,0,0,0,0
0,118840,0,0.602,0.553,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,0,0,0,0,0,0,0,0,0,1,0,0
5,181533,0,0.626,0.6,1,-14.149,1,0.0441,0.000983,0.59,0.336,0.684,121.889,4,0,1,0,0,0,0,0,0,0,0,0,0
21,86973,0,0.493,0.979,6,-7.693,0,0.897,0.643,0.0,0.914,0.093,61.685,3,0,0,0,0,0,1,0,0,0,0,0,0
35,187345,0,0.427,0.525,6,-8.739,0,0.0462,0.852,0.91,0.106,0.386,99.842,4,0,0,1,0,0,0,0,0,0,0,0,0
52,86186,0,0.0912,0.195,7,-16.486,1,0.0366,0.811,0.786,0.27,0.158,86.253,4,0,0,0,0,0,1,0,0,0,0,0,1
50,243533,0,0.592,0.579,5,-6.535,1,0.0587,0.7,0.0,0.197,0.628,143.426,4,0,0,0,1,0,0,0,0,0,0,0,1
46,239013,0,0.554,0.722,4,-6.473,1,0.0325,0.00263,0.0,0.745,0.278,125.063,4,0,0,1,1,0,0,0,0,0,0,0,0
