popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre_Art_Instrumental,genre_Electronic_Dance,genre_Folk_Country_Blues,genre_Latin_Brazilian,genre_Metal_HardRock,genre_Mood_Ambient,genre_Other,genre_Pop,genre_RnB_Soul,genre_Rock_Alternative,genre_World,is_hit
0,153306,0,0.787,0.738,10,-4.649,0,0.261,0.187,0.0,0.0968,0.733,95.909,4,0,0,0,1,0,0,0,0,0,0,1,0
61,514665,0,0.411,0.562,11,-8.152,1,0.0362,0.0407,0.0,0.222,0.197,140.015,4,0,0,0,0,0,0,0,0,0,0,1,1
43,189130,1,0.609,0.72,0,-5.564,0,0.35,0.111,0.0,0.121,0.472,184.094,4,0,0,0,1,0,0,0,0,0,0,0,0
62,185574,0,0.572,0.533,1,-5.062,0,0.0645,0.347,0.0,0.0794,0.441,155.69,4,0,0,0,0,0,0,0,0,1,0,0,1
31,189074,0,0.622,0.412,8,-13.157,1,0.0589,0.449,5.4e-05,0.0789,0.719,118.63,4,0,0,0,0,0,1,0,0,0,0,0,0
60,200800,0,0.481,0.747,4,-6.937,1,0.0364,0.00698,0.0,0.0646,0.732,127.597,4,0,0,1,0,1,0,0,0,0,0,0,1
56,139240,0,0.602,0.736,11,-6.51,0,0.0332,0.149,0.0,0.0776,0.819,94.931,4,0,0,0,0,0,0,0,0,0,1,0,1
29,413383,0,0.469,0.149,1,-23.247,1,0.0422,0.964,0.189,0.353,0.195,105.337,4,0,0,0,0,0,1,0,0,0,0,0,0
26,164528,1,0.556,0.686,10,-13.049,1,0.042,0.0303,0.00205,0.107,0.367,159.031,4,0,1,0,0,0,0,0,0,0,0,0,0
62,205402,0,0.872,0.51,1,-8.433,0,0.066,0.101,0.0202,0.0821,0.958,120.005,4,0,1,0,0,0,0,0,0,0,0,0,1
0,152991,1,0.956,0.519,11,-7.832,1,0.167,0.0712,0.0,0.106,0.529,132.058,4,0,0,0,0,0,0,0,0,1,0,0,0
46,130440,0,0.632,0.515,4,-12.226,0,0.0307,0.389,0.928,0.407,0.522,113.947,4,0,0,0,0,0,1,0,0,0,0,0,0
53,283066,0,0.533,0.768,9,-7.223,1,0.0542,0.163,0.0,0.0847,0.396,140.005,4,0,0,0,0,0,0,0,0,0,0,1,1
25,238306,0,0.537,0.866,0,-5.452,1,0.0655,3.65e-05,0.0154,0.178,0.203,129.972,4,0,1,0,0,0,0,0,0,0,0,0,0
54,150476,0,0.783,0.872,6,-4.5,0,0.04,0.0204,0.0793,0.286,0.589,125.997,4,0,1,0,0,0,0,0,0,0,0,0,1
44,226853,0,0.791,0.878,0,-4.402,1,0.0489,0.356,0.0,0.133,0.839,103.993,4,0,1,0,0,0,0,0,0,0,0,0,0
24,150626,0,0.67,0.898,7,-4.656,1,0.0589,0.304,0.00019,0.272,0.712,160.106,4,0,0,0,0,0,1,0,0,0,0,0,0
69,154800,0,0.429,0.18,10,-10.694,1,0.0551,0.864,4.4e-06,0.104,0.485,170.645,3,1,0,0,0,0,0,0,1,0,0,0,1
29,479573,0,0.694,0.722,2,-6.538,0,0.0559,0.183,0.0,0.385,0.663,99.315,4,0,0,0,1,0,0,0,0,0,0,0,0
29,119226,0,0.398,0.988,11,-3.612,1,0.134,0.037,0.0,0.622,0.4,154.034,4,0,0,0,0,0,0,0,0,0,1,0,0
65,264800,1,0.419,0.878,7,-6.352,1,0.0553,0.000594,0.559,0.139,0.666,147.385,4,0,0,0,0,1,0,0,0,1,0,0,1
69,196392,0,0.719,0.952,8,-3.058,0,0.0674,0.197,0.0,0.14,0.446,119.957,4,0,0,0,0,0,0,0,1,0,0,0,1
47,464398,0,0.282,0.3,11,-10.28,1,0.035,0.466,0.0,0.107,0.266,155.654,4,0,0,0,0,0,0,0,0,0,0,1,0
42,214626,1,0.689,0.687,4,-5.076,0,0.0551,0.113,1.88e-05,0.19,0.381,105.013,4,0,0,0,0,0,0,0,1,0,0,0,0
19,252413,0,0.55,0.85,9,-2.912,1,0.0395,0.153,0.00886,0.0764,0.0627,86.997,4,0,1,0,0,0,0,0,0,0,0,0,0
52,241586,0,0.376,0.87,11,-4.566,0,0.0578,0.000269,0.000373,0.128,0.132,178.111,4,0,0,0,0,1,0,0,0,0,0,0,1
33,115199,0,0.209,0.998,9,-18.743,0,0.048,0.248,0.921,0.88,1e-05,79.747,5,0,0,0,0,0,1,0,0,0,0,0,0
42,266400,0,0.438,0.716,7,-5.241,1,0.034,0.128,0.0,0.255,0.227,149.965,4,0,1,0,0,0,0,0,0,0,0,0,0
27,221066,0,0.656,0.644,0,-9.897,1,0.0323,0.0886,5.44e-06,0.427,0.972,113.938,4,0,0,0,0,0,1,0,0,0,0,0,0
23,394866,0,0.501,0.737,2,-7.662,1,0.0362,0.78,0.0328,0.871,0.753,137.94,4,0,0,1,0,0,0,0,0,0,0,0,0
37,291240,0,0.56,0.752,9,-6.015,1,0.115,0.201,0.0,0.223,0.707,106.192,4,0,0,0,0,0,0,0,1,0,0,0,0
48,276609,0,0.498,0.494,1,-10.941,1,0.042,0.749,0.0174,0.0822,0.598,84.456,4,0,0,0,0,0,0,0,1,0,0,0,0
64,211066,0,0.429,0.668,4,-7.539,0,0.044,0.208,0.0,0.538,0.398,77.737,4,0,0,0,0,0,0,0,1,0,1,0,1
54,322326,0,0.394,0.56,2,-6.925,1,0.0281,0.00162,0.000582,0.107,0.107,138.057,4,0,0,0,0,0,1,0,0,0,0,1,1
45,459730,0,0.804,0.718,1,-10.268,0,0.062,0.00399,0.949,0.239,0.132,126.005,4,0,1,0,0,0,0,0,0,0,0,0,0
55,225333,0,0.561,0.822,2,-5.078,1,0.0848,0.00469,2.71e-06,0.092,0.431,97.954,4,0,0,0,0,0,0,0,1,0,0,0,1
25,81016,0,0.467,0.905,0,-6.923,1,0.121,0.000145,0.000737,0.155,0.72,165.071,4,0,1,0,0,0,0,0,0,0,0,0,0
22,210262,0,0.577,0.319,3,-10.244,1,0.0622,0.814,0.0,0.155,0.57,124.942,4,0,0,0,0,0,1,0,0,0,0,0,0
23,283919,0,0.171,0.0289,8,-25.732,1,0.0566,0.983,0.0106,0.0732,0.0381,180.967,4,1,0,0,0,0,0,0,0,0,0,0,0
72,210013,0,0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896,4,0,1,0,0,0,0,0,0,0,0,0,1
47,211045,0,0.652,0.553,11,-8.375,1,0.0314,0.79,0.0,0.116,0.573,131.982,4,0,0,0,1,0,0,0,0,0,0,0,0
41,178720,0,0.442,0.722,8,-4.79,1,0.039,0.416,0.0,0.122,0.526,75.966,4,0,0,0,0,0,0,0,0,0,0,1,0
34,163410,0,0.796,0.71,0,-6.129,1,0.0425,0.0337,5.7e-05,0.328,0.816,100.96,4,0,0,0,0,0,1,0,0,0,0,0,0
38,420923,0,0.71,0.753,11,-9.525,1,0.0543,0.0136,0.881,0.097,0.0736,129.993,4,0,1,0,0,0,0,0,0,0,0,0,0
49,235254,0,0.691,0.617,0,-8.399,1,0.0507,0.00188,0.415,0.0874,0.943,123.975,4,0,0,0,0,0,0,0,0,1,0,0,0
48,77439,1,0.954,0.177,8,-14.244,0,0.411,0.486,0.421,0.163,0.529,123.992,4,0,0,0,0,0,1,0,0,0,0,0,0
21,351536,0,0.621,0.995,7,-8.266,1,0.0442,0.000489,0.862,0.166,0.038,142.007,4,0,1,0,0,0,0,0,0,0,0,0,0
17,194821,1,0.239,0.982,6,-5.466,0,0.186,0.000128,0.0102,0.729,0.12,159.926,4,0,0,0,0,1,0,0,0,0,0,0,0
7,138222,0,0.541,0.636,8,-10.779,0,0.0387,0.177,0.114,0.149,0.749,115.999,4,0,0,0,0,0,0,0,1,0,0,0,0
25,301340,0,0.33,0.715,7,-4.139,0,0.234,0.624,0.000136,0.317,0.163,175.121,4,0,0,0,0,0,1,0,0,0,0,0,0
51,120288,0,0.764,0.394,8,-11.483,1,0.175,0.332,0.0,0.108,0.351,105.909,4,0,0,0,0,0,1,0,0,0,0,0,1
56,215306,0,0.453,0.965,8,-3.388,1,0.141,0.000857,0.00275,0.0741,0.743,188.155,4,0,0,0,0,1,0,0,0,1,0,0,1
62,192320,0,0.842,0.579,1,-5.504,1,0.0556,0.119,0.126,0.137,0.7,95.005,4,0,0,0,1,0,0,0,0,0,0,1,1
12,184026,0,0.554,0.344,2,-9.304,1,0.0319,0.602,0.0,0.166,0.407,115.212,4,0,0,1,0,0,0,0,0,0,0,0,0
71,222653,0,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,4,0,1,0,0,0,0,0,0,1,0,0,1
21,493720,1,0.571,0.9,4,-7.041,1,0.898,0.879,0.0,0.781,0.264,112.457,4,0,0,0,0,0,1,0,0,0,0,0,0
42,210545,0,0.727,0.847,11,-5.284,0,0.118,0.0129,0.000137,0.103,0.205,110.022,4,0,0,0,0,0,0,0,0,0,0,1,0
27,281880,0,0.482,0.8,7,-5.419,1,0.0361,0.0832,0.0,0.209,0.549,199.804,3,0,0,0,0,0,1,0,0,0,0,0,0
65,112352,0,0.429,0.258,7,-16.967,0,0.0549,0.957,0.893,0.115,0.0972,78.809,1,1,0,0,0,0,0,0,0,0,0,0,1
54,261571,0,0.566,0.292,8,-11.589,1,0.0312,0.621,4.05e-06,0.152,0.396,135.818,4,0,0,0,0,0,0,0,1,0,0,0,1
0,164640,0,0.585,0.309,4,-12.274,0,0.0945,0.992,0.918,0.0558,0.578,134.927,4,1,0,0,0,0,0,0,0,0,0,0,0
39,209866,0,0.624,0.767,1,-6.251,0,0.0316,0.0166,0.149,0.097,0.812,109.977,4,0,0,0,0,0,0,0,0,0,0,1,0
25,257306,0,0.593,0.917,11,-5.529,0,0.0275,0.0293,0.606,0.265,0.939,135.275,4,0,0,0,0,0,0,0,0,0,1,0,0
41,208026,0,0.472,0.775,0,-5.903,1,0.0479,0.186,0.0,0.473,0.537,95.002,4,0,0,0,1,0,0,0,0,0,0,0,0
39,147063,0,0.634,0.25,2,-12.853,1,0.0276,0.853,0.888,0.107,0.201,116.031,4,0,0,0,0,0,1,0,0,0,0,0,0
0,248826,0,0.264,0.403,3,-9.096,1,0.0362,0.993,0.00647,0.139,0.145,146.805,4,0,0,0,0,0,1,0,0,0,0,0,0
62,243000,0,0.455,0.97,7,-2.914,0,0.112,7.36e-05,0.000133,0.123,0.235,137.955,4,0,0,0,0,1,0,0,0,0,0,0,1
52,382973,0,0.714,0.583,1,-13.346,1,0.0391,0.273,0.000813,0.0288,0.849,108.822,4,0,1,0,0,0,0,0,0,0,0,0,1
20,261173,0,0.436,0.0216,3,-25.869,1,0.042,0.99,0.943,0.132,0.112,74.874,4,0,0,0,0,0,1,0,0,0,0,0,0
36,381750,0,0.611,0.717,5,-10.13,0,0.0447,0.00748,0.836,0.277,0.0296,127.001,4,0,1,0,0,0,0,0,0,0,0,0,0
24,154151,0,0.803,0.769,2,-5.109,1,0.0894,0.107,2.27e-05,0.245,0.583,89.992,4,0,1,0,0,0,0,0,0,0,0,1,0
34,472852,0,0.508,0.98,11,-6.256,0,0.143,0.00375,0.202,0.73,0.0572,103.971,4,0,0,0,0,1,0,0,0,0,0,0,0
32,61973,0,0.16,0.999,4,-1.772,1,0.222,0.00143,0.914,0.203,0.171,178.118,4,0,0,0,0,0,0,0,0,0,1,0,0
29,180731,0,0.363,0.862,7,-9.373,1,0.0666,0.00154,0.0115,0.979,0.371,110.05,4,0,0,0,0,0,0,0,1,0,0,0,0
20,183693,0,0.578,0.734,7,-10.207,1,0.0306,0.000182,0.000103,0.1,0.943,118.503,4,0,0,0,0,0,0,0,1,0,0,0,0
68,263152,0,0.631,0.631,6,-6.934,1,0.0307,0.693,0.0,0.133,0.697,89.975,4,0,0,0,0,0,0,0,1,0,0,0,1
16,270773,0,0.916,0.547,0,-12.566,1,0.0349,0.0704,0.0,0.0678,0.973,114.914,4,0,0,0,0,0,1,0,0,0,0,0,0
44,195000,0,0.688,0.677,1,-10.1,1,0.0291,0.000853,0.823,0.474,0.133,103.993,4,0,0,0,0,0,0,0,1,0,0,0,0
20,53520,0,0.298,0.175,10,-20.114,1,0.0329,0.991,0.902,0.132,0.956,170.345,4,1,0,0,0,0,0,0,0,0,0,0,0
33,37500,0,0.686,0.881,1,-5.616,1,0.323,0.0321,0.0,0.327,0.73,127.909,3,0,1,0,0,0,0,0,0,0,0,0,0
63,170720,0,0.626,0.512,1,-9.15,0,0.0247,0.155,4.65e-05,0.215,0.73,92.225,4,0,0,0,0,0,0,0,0,0,1,1,1
46,106075,1,0.654,0.754,5,-8.915,0,0.292,0.196,0.0,0.098,0.476,143.15,1,0,0,0,0,0,1,0,1,0,0,0,0
37,201466,1,0.735,0.89,1,-4.066,1,0.21,0.0916,1.66e-06,0.0626,0.385,130.059,4,0,0,0,0,0,0,0,0,0,0,1,0
29,214010,0,0.651,0.977,6,-6.475,1,0.0406,0.0203,1.56e-05,0.84,0.977,140.032,4,0,1,0,0,0,0,0,0,0,0,0,0
0,124055,1,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,4,0,0,0,0,0,0,0,0,0,1,0,0
2,229517,0,0.492,0.59,4,-4.032,0,0.0313,0.00109,0.0023,0.271,0.179,117.637,4,0,0,0,0,0,0,0,0,0,1,0,0
48,173786,0,0.426,0.305,7,-10.094,0,0.0365,0.863,0.0,0.0993,0.537,82.059,4,1,0,1,0,0,0,0,0,0,0,0,0
18,282239,0,0.586,0.977,4,-0.912,1,0.0796,0.431,0.00227,0.137,0.59,135.0,4,0,0,0,0,0,0,0,1,0,0,0,0
74,181823,0,0.659,0.625,4,-2.253,1,0.045,0.0644,0.0,0.582,0.442,88.042,4,0,1,0,0,0,0,0,0,0,0,0,1
0,17453,0,0.467,0.0301,2,-28.518,0,0.0428,0.995,0.9,0.124,0.0,84.375,4,1,0,0,0,0,0,0,0,0,0,0,0
41,416210,0,0.48,0.903,7,-3.262,1,0.191,0.294,0.00278,0.202,0.188,95.063,4,0,1,0,0,0,0,0,0,0,0,0,0
50,420386,0,0.718,0.854,0,-5.838,1,0.0434,0.0107,0.0104,0.321,0.809,126.093,4,0,1,0,0,0,0,0,0,0,0,0,1
29,304813,0,0.486,0.758,6,-8.432,1,0.0361,0.00105,6.9e-05,0.135,0.625,146.032,4,0,0,0,1,0,0,0,0,0,0,0,0
12,161250,0,0.796,0.432,1,-10.227,1,0.0725,0.00788,2.5e-05,0.11,0.417,135.06,4,0,0,0,0,0,1,0,0,0,0,0,0
79,210285,1,0.776,0.503,0,-5.732,0,0.237,0.874,0.0,0.112,0.473,110.134,4,0,0,0,0,0,0,0,0,1,0,0,1
35,304483,0,0.189,0.816,9,-6.204,0,0.0915,0.0296,0.000595,0.119,0.0656,76.494,3,0,1,0,0,0,0,0,0,0,0,0,0
40,203237,0,0.847,0.736,2,-5.875,1,0.0369,0.508,0.00135,0.202,0.969,113.593,4,0,0,0,1,0,0,0,0,0,0,0,0
40,235040,0,0.588,0.452,9,-14.248,0,0.0325,0.0961,0.0377,0.0797,0.211,100.189,4,0,0,0,0,0,0,0,0,0,1,0,0
0,335853,0,0.233,0.113,5,-15.57,1,0.0418,0.994,0.873,0.102,0.0718,71.781,4,1,0,0,0,0,0,0,0,0,0,1,0
60,208698,0,0.653,0.779,0,-3.133,1,0.0392,0.372,1.39e-06,0.0392,0.387,108.074,4,0,1,0,0,0,0,0,0,0,0,0,1
19,114773,0,0.103,0.364,5,-21.217,1,0.0479,0.844,0.923,0.13,0.117,79.371,4,0,0,0,0,1,0,0,0,0,0,0,0
0,199400,1,0.806,0.881,6,-5.231,1,0.252,0.178,7.74e-06,0.356,0.961,176.07,4,0,0,0,1,0,0,0,0,0,0,1,0
35,277057,0,0.698,0.498,1,-8.709,1,0.0748,0.0535,0.359,0.484,0.34,160.012,4,0,1,0,0,0,0,0,0,0,0,0,0
0,262746,0,0.508,0.752,5,-5.439,0,0.0343,0.251,2.1e-05,0.142,0.554,76.07,4,0,0,0,0,0,0,0,0,0,1,0,0
42,304240,0,0.398,0.573,7,-7.121,1,0.0369,0.0511,0.0,0.114,0.289,135.524,4,0,0,1,0,0,0,0,0,0,0,0,0
0,167858,0,0.744,0.725,11,-6.056,1,0.0303,0.0179,1e-05,0.212,0.902,118.035,4,0,1,0,0,0,0,0,0,0,0,0,0
32,154998,0,0.552,0.13,9,-8.612,0,0.103,0.996,0.699,0.127,0.356,61.913,3,1,0,0,0,0,0,0,0,0,0,0,0
21,230709,1,0.487,0.926,2,-2.67,0,0.0611,0.492,2.19e-05,0.0362,0.212,154.992,4,0,1,0,0,0,0,0,0,0,0,0,0
0,257600,0,0.518,0.693,4,-5.523,1,0.0323,0.109,0.0,0.146,0.672,120.06,4,0,0,0,0,0,0,0,0,0,1,0,0
27,139159,0,0.814,0.74,0,-5.738,1,0.145,0.165,0.0,0.111,0.7,138.069,4,0,0,0,0,0,1,0,0,0,0,0,0
26,241146,0,0.526,0.794,9,-5.761,0,0.0556,0.00157,0.091,0.188,0.358,110.044,4,0,0,0,0,1,0,0,0,0,0,0,0
33,222493,0,0.602,0.903,5,-4.592,1,0.0301,0.0158,0.000333,0.277,0.95,158.019,4,0,0,0,0,0,0,0,0,0,0,1,0
31,286014,0,0.605,0.399,5,-9.293,1,0.0391,0.111,0.0,0.141,0.541,78.014,4,0,0,0,0,0,0,0,0,0,0,1,0
0,190320,0,0.81,0.757,2,-3.583,1,0.0478,0.0157,0.0003,0.0811,0.511,100.017,4,0,0,0,1,0,0,0,0,0,0,0,0
63,287813,0,0.521,0.799,6,-5.205,1,0.162,0.0796,0.00709,0.0928,0.945,165.908,4,0,0,0,1,0,0,0,0,0,0,1,1
40,358998,0,0.375,0.76,0,-9.733,1,0.0937,0.0367,4.34e-06,0.255,0.462,171.848,4,0,0,0,0,0,0,0,0,0,0,1,0
42,296560,0,0.484,0.727,0,-6.107,1,0.0358,0.198,0.00204,0.107,0.216,120.066,4,0,0,0,0,1,0,0,0,0,1,0,0
52,215261,0,0.437,0.493,10,-12.69,0,0.0366,0.487,0.897,0.0789,0.151,129.822,3,0,0,0,0,0,0,0,0,0,0,1,1
33,132413,0,0.564,0.85,8,-4.622,1,0.0368,0.0713,0.0,0.296,0.749,160.854,4,0,1,0,0,0,0,0,0,0,0,0,0
51,206666,0,0.736,0.719,8,-3.839,1,0.0357,0.256,0.0,0.0909,0.656,90.013,4,0,0,0,1,0,0,0,0,0,0,1,1
0,269348,0,0.832,0.747,9,-12.33,0,0.0486,0.103,0.00829,0.0685,0.962,111.865,4,0,0,0,0,0,0,0,0,1,0,0,0
23,320400,0,0.259,0.526,7,-13.228,1,0.0502,0.0332,2.64e-05,0.568,0.162,135.483,4,0,0,0,0,0,0,0,0,0,1,0,0
24,264893,0,0.538,0.879,6,-4.917,0,0.044,0.0234,1.32e-06,0.122,0.721,138.975,4,0,0,0,0,0,0,0,0,0,1,0,0
23,527166,0,0.273,0.837,5,-5.36,1,0.106,0.000709,0.059,0.0931,0.0792,117.156,4,0,0,0,0,1,0,0,0,0,0,0,0
9,630986,0,0.483,0.724,8,-10.7,1,0.0673,0.0553,0.91,0.098,0.216,125.866,4,0,1,0,0,0,0,0,0,0,0,0,0
66,155026,0,0.42,0.398,6,-9.13,0,0.0296,0.755,0.000537,0.172,0.364,88.897,3,1,0,1,0,0,0,0,0,0,0,0,1
0,294960,0,0.409,0.198,9,-10.832,1,0.0293,0.751,0.000712,0.082,0.14,132.782,4,0,0,1,0,0,0,0,0,1,0,0,0
25,78881,0,0.251,0.943,10,-5.907,1,0.163,2.05e-05,0.109,0.0603,0.41,151.466,4,0,1,0,0,0,0,0,0,0,0,0,0
20,344586,0,0.381,0.957,0,-5.685,1,0.0664,5.47e-06,0.0115,0.679,0.328,92.493,4,0,0,0,0,1,0,0,0,0,0,0,0
18,197546,0,0.583,0.276,5,-13.276,0,0.0369,0.789,0.00475,0.103,0.224,129.294,4,0,0,1,0,0,0,0,0,0,0,0,0
0,185573,0,0.6,0.76,6,-6.124,0,0.0452,0.166,4.09e-05,0.189,0.519,158.078,4,0,0,0,0,0,0,0,1,0,0,0,0
0,115240,0,0.484,0.332,1,-10.312,1,0.037,0.787,0.0,0.373,0.683,134.999,4,1,0,0,0,0,0,0,0,0,0,0,0
42,230750,0,0.259,0.544,7,-8.417,1,0.0543,0.0652,0.0,0.0624,0.286,80.57,4,0,0,1,1,0,0,0,0,0,0,0,0
60,200600,0,0.324,0.783,1,-4.808,0,0.0346,0.00929,0.0117,0.0888,0.0788,116.704,3,0,1,0,0,0,0,0,0,0,0,0,1
32,124370,0,0.105,0.0383,1,-33.026,1,0.147,0.256,0.854,0.434,0.00485,76.137,4,0,0,0,0,0,1,0,0,0,0,0,0
12,125826,0,0.744,0.517,1,-10.636,0,0.0381,0.35,0.0,0.13,0.898,90.817,4,0,0,1,0,0,0,0,0,0,0,0,0
21,35626,0,0.555,0.305,7,-13.117,1,0.0305,0.911,0.0,0.192,0.839,90.973,3,0,0,0,0,0,1,0,0,0,0,0,0
28,252960,0,0.519,0.742,1,-4.043,1,0.0324,0.0747,0.0,0.127,0.598,116.752,4,0,0,0,0,0,0,0,0,0,1,0,0
77,243026,0,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,4,0,0,0,0,0,0,0,0,0,1,1,1
37,151226,0,0.502,0.2,0,-10.834,1,0.0289,0.565,0.0,0.298,0.554,129.108,4,0,0,1,0,0,0,0,0,0,0,0,0
56,303911,0,0.513,0.775,0,-7.202,0,0.0304,0.000672,0.248,0.409,0.205,139.932,4,0,1,0,0,0,0,0,0,0,0,1,1
51,197333,0,0.486,0.878,0,-3.068,1,0.151,1.52e-05,0.533,0.124,0.205,180.008,4,0,1,0,0,0,0,0,0,0,0,1,1
31,909423,0,0.553,0.408,10,-7.393,0,0.353,0.0887,0.000547,0.3,0.072,143.977,4,0,0,0,1,0,0,0,0,0,0,0,0
60,177658,0,0.742,0.644,0,-7.284,1,0.0577,0.221,0.0391,0.105,0.614,104.027,4,0,1,0,0,0,0,0,0,0,0,0,1
20,109626,0,0.182,0.252,5,-12.024,0,0.0357,0.74,0.0014,0.112,0.393,180.694,3,0,0,0,0,0,1,0,0,0,0,0,0
37,196853,0,0.36,0.984,7,-0.381,1,0.0939,0.0758,0.0,0.17,0.787,178.044,4,0,0,0,0,0,0,0,0,0,1,0,0
60,318499,0,0.335,0.326,0,-7.223,1,0.0331,0.948,0.0,0.0619,0.326,169.267,4,0,0,0,0,0,0,0,1,0,0,0,1
36,393448,0,0.712,0.672,11,-9.309,1,0.0538,0.111,0.883,0.0864,0.122,121.989,4,0,1,0,0,0,0,0,0,0,0,0,0
35,207507,0,0.509,0.552,7,-8.124,1,0.0323,0.591,0.0,0.262,0.349,138.109,4,0,0,0,0,0,0,0,1,0,0,0,0
72,218358,0,0.676,0.786,1,-4.529,1,0.0478,0.197,0.0,0.0943,0.483,125.983,4,0,1,0,0,0,0,0,0,0,0,0,1
57,288480,0,0.387,0.615,5,-6.877,0,0.0429,0.665,0.0,0.15,0.845,180.726,3,0,0,0,0,0,0,0,1,0,0,0,1
22,160158,0,0.476,0.873,10,-4.506,0,0.345,0.512,0.0,0.204,0.79,106.691,4,0,1,0,0,0,0,0,0,0,0,0,0
16,142866,0,0.545,0.272,2,-12.519,0,0.0318,0.798,0.73,0.211,0.367,115.015,4,0,0,0,1,0,0,0,0,0,0,0,0
22,57139,0,0.191,0.457,0,-11.588,1,0.0402,0.00448,0.932,0.136,0.0508,176.076,4,0,0,0,0,0,0,0,0,0,0,1,0
44,188251,0,0.575,0.796,5,-3.081,1,0.0322,0.0141,0.0,0.152,0.417,124.01,4,0,0,0,0,0,0,0,1,0,0,0,0
45,176103,0,0.421,0.554,0,-7.811,0,0.246,0.5,0.000924,0.462,0.683,72.86,4,0,0,0,0,0,0,0,0,1,0,0,0
19,241966,1,0.791,0.575,8,-5.222,0,0.0877,0.171,0.0,0.101,0.661,135.958,4,0,0,0,0,0,0,0,0,0,0,1,0
28,235116,0,0.459,0.367,1,-10.53,1,0.056,0.507,0.0,0.372,0.437,129.795,4,0,0,0,0,0,0,0,1,0,0,0,0
24,148199,0,0.479,0.885,4,-9.792,1,0.0454,0.0022,0.0,0.173,0.764,101.392,4,0,0,0,0,0,0,0,1,0,0,0,0
17,289786,0,0.849,0.832,4,-7.623,0,0.125,0.166,0.515,0.107,0.841,134.018,4,0,1,0,0,0,0,0,0,0,0,0,0
23,173373,0,0.524,0.987,0,-2.426,1,0.0638,0.0037,0.00406,0.262,0.441,135.003,4,0,0,0,0,1,0,0,0,0,0,0,0
6,226441,0,0.409,0.699,8,-4.151,0,0.0426,0.151,0.0,0.154,0.779,123.062,4,0,0,0,0,0,1,0,0,0,0,0,0
37,261398,0,0.492,0.629,7,-6.028,1,0.0261,0.0237,0.00555,0.165,0.457,76.843,4,0,0,0,0,0,0,0,0,0,0,1,0
11,214459,0,0.403,0.88,11,-8.605,1,0.142,0.0237,0.459,0.314,0.435,137.06,3,0,1,0,0,0,0,0,0,0,0,0,0
74,167933,0,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,4,0,1,0,0,0,0,0,0,0,0,0,1
0,273426,0,0.706,0.8,9,-9.421,0,0.0516,0.0332,0.037,0.0488,0.725,122.396,4,0,0,0,1,0,0,0,0,1,0,0,0
22,140800,0,0.868,0.651,1,-5.344,0,0.375,0.177,0.00076,0.137,0.545,150.002,4,0,1,0,0,0,0,0,0,0,0,0,0
12,80600,0,0.2,0.965,7,-1.958,0,0.0845,5.61e-06,0.922,0.0941,0.495,95.626,4,0,0,0,0,1,0,0,0,0,0,0,0
1,179666,0,0.619,0.803,3,-3.521,0,0.0317,0.0703,0.0,0.27,0.73,119.538,4,0,1,0,0,0,0,0,0,1,0,0,0
21,233560,0,0.722,0.611,10,-7.454,0,0.164,0.52,0.0,0.204,0.574,95.969,4,0,1,0,0,0,0,0,0,0,0,0,0
46,167616,0,0.543,0.244,0,-8.062,1,0.0511,0.864,0.0,0.112,0.29,126.341,3,0,0,1,0,0,0,0,0,0,0,0,0
64,168000,0,0.443,0.778,0,-7.564,0,0.266,0.241,0.0,0.215,0.628,128.25,5,0,0,0,0,0,0,0,0,0,0,1,1
29,219746,0,0.762,0.858,9,-4.589,0,0.0313,0.321,0.0629,0.276,0.836,126.005,4,0,0,0,0,0,0,0,0,0,0,1,0
26,272066,0,0.608,0.38,11,-8.854,1,0.0351,0.777,0.000227,0.124,0.366,123.977,4,0,0,0,0,0,0,0,1,0,0,0,0
18,31824,0,0.343,0.472,4,-17.477,0,0.401,0.314,2.26e-06,0.866,0.764,93.945,3,0,0,0,0,0,0,0,0,0,0,1,0
6,196000,0,0.722,0.603,10,-7.995,1,0.0411,0.443,2.87e-06,0.0987,0.753,146.013,4,0,0,0,0,0,1,0,0,0,0,0,0
43,227400,0,0.564,0.699,11,-5.965,0,0.0288,0.304,1.78e-06,0.363,0.529,90.284,4,0,0,0,1,0,0,0,0,0,0,0,0
65,282093,1,0.328,0.826,6,-5.085,1,0.0362,0.000224,0.000944,0.0818,0.341,106.606,4,0,0,0,0,0,0,0,0,0,1,0,1
1,294720,0,0.51,0.906,1,-4.134,1,0.12,0.00158,0.00669,0.108,0.439,155.953,3,0,0,0,0,0,0,0,0,0,0,1,0
1,217361,0,0.904,0.817,8,-3.956,1,0.0871,0.0254,0.000141,0.232,0.753,101.988,4,0,0,0,1,0,0,0,0,0,0,1,0
27,159640,1,0.455,0.938,7,-4.316,1,0.0756,0.0022,1.21e-05,0.142,0.552,143.887,4,0,0,1,0,0,0,0,0,0,0,0,0
