acousticness,instrumentalness,duration_ms,energy,loudness,valence,speechiness,liveness,danceability,tempo,is_hit,popularity,genre_Art_Instrumental,genre_Electronic_Dance,genre_Folk_Country_Blues,genre_Latin_Brazilian,genre_Metal_HardRock,genre_Mood_Ambient,genre_Other,genre_Pop,genre_RnB_Soul,genre_Rock_Alternative,genre_World
0.0247,0.0,202652,0.764,-4.836,0.424,0.0314,0.162,0.7,125.02,1,56,0,1,0,0,0,0,0,0,1,0,0
0.0165,7.19e-05,247133,0.667,-6.482,0.427,0.0348,0.157,0.678,106.018,0,36,0,0,0,0,0,0,0,0,0,1,0
0.275,0.0,274093,0.658,-3.641,0.661,0.359,0.122,0.875,92.038,1,66,0,0,0,0,0,0,0,0,0,1,0
0.309,0.0,217429,0.926,-5.027,0.846,0.0297,0.0761,0.72,104.997,1,60,0,0,0,0,0,0,0,1,0,0,0
3.6e-06,0.92,135853,0.889,-12.449,0.454,0.0606,0.232,0.181,112.193,0,11,0,0,0,0,1,0,0,0,0,0,0
0.171,0.0,183475,0.92,-1.285,0.575,0.0701,0.468,0.567,171.05,0,23,0,1,0,0,0,0,0,0,0,0,0
0.383,3.33e-05,129332,0.625,-6.83,0.774,0.13,0.125,0.798,92.994,0,2,0,0,0,1,0,0,0,0,0,0,1
0.153,0.0292,316066,0.793,-7.196,0.817,0.0301,0.457,0.609,126.621,0,22,0,0,1,0,0,0,0,0,0,0,0
0.00404,0.783,361395,0.975,-2.017,0.0688,0.314,0.125,0.579,172.126,0,17,0,1,0,0,0,0,0,0,0,0,0
0.00211,3.04e-05,224640,0.89,-5.973,0.604,0.0465,0.221,0.577,155.003,0,30,0,1,0,0,0,0,0,0,0,0,0
0.0223,0.486,228506,0.954,-2.039,0.531,0.0337,0.334,0.678,132.017,0,21,0,0,0,0,0,0,0,1,0,0,0
0.759,0.0254,211253,0.558,-10.049,0.74,0.0544,0.146,0.685,83.874,0,24,0,0,1,0,0,0,0,0,0,0,0
0.211,0.0937,268493,0.921,-3.478,0.664,0.0332,0.0788,0.704,127.981,0,26,0,0,0,0,0,0,0,1,0,0,0
0.0351,0.00762,119440,0.842,-12.449,0.787,0.104,0.114,0.313,193.552,0,32,0,0,0,0,0,0,0,0,0,1,0
0.0327,0.0,197786,0.833,-3.933,0.63,0.0431,0.0691,0.678,125.176,0,37,0,0,0,0,0,0,0,0,0,1,0
1.54e-06,0.838,84219,0.0254,-19.925,0.0,0.0,0.339,0.0,0.0,0,32,0,0,0,0,0,1,0,0,0,0,0
0.434,0.505,183333,0.64,-12.32,0.626,0.0325,0.0892,0.598,130.542,0,43,0,0,1,0,0,0,0,0,0,0,0
0.58,0.0,148040,0.635,-4.244,0.332,0.0299,0.127,0.689,91.931,0,38,0,0,0,0,0,1,0,0,0,0,0
0.971,0.902,142614,0.13,-25.537,0.595,0.0488,0.111,0.334,144.733,1,61,1,0,0,0,0,0,0,0,0,0,0
0.852,0.0,50333,0.979,-5.063,0.0486,0.91,0.677,0.646,63.872,0,23,0,0,0,0,0,1,0,0,0,0,0
0.834,0.00125,154133,0.249,-8.86,0.155,0.0402,0.113,0.592,90.521,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0569,0.0,162652,0.752,-6.036,0.776,0.0781,0.211,0.716,118.591,0,21,0,0,0,0,0,0,0,0,0,0,1
0.0014,0.000365,215880,0.839,-3.521,0.416,0.0287,0.108,0.517,94.015,1,74,1,0,0,0,0,0,0,0,0,0,0
7.68e-06,0.545,267399,0.994,-5.256,0.0648,0.159,0.206,0.307,114.398,0,20,0,0,0,0,1,0,0,0,0,0,0
0.962,0.0069,158422,0.0629,-20.499,0.225,0.035,0.097,0.444,141.325,1,55,0,0,0,0,0,1,0,0,0,0,0
0.218,1.03e-06,353266,0.721,-6.482,0.259,0.0549,0.778,0.353,73.993,0,37,0,0,0,1,0,0,0,0,0,0,0
0.00181,1.19e-05,300186,0.924,-7.13,0.448,0.0329,0.143,0.528,135.014,0,23,0,0,0,0,1,0,0,0,0,0,0
0.293,8.83e-06,568791,0.489,-7.051,0.0871,0.0281,0.721,0.379,140.937,1,63,0,0,0,0,0,0,0,0,0,0,1
0.0335,0.0,162624,0.888,-2.813,0.828,0.0346,0.329,0.796,126.017,0,46,0,0,0,1,0,0,0,0,0,0,0
0.0243,0.0,204700,0.998,-2.816,0.623,0.177,0.737,0.57,139.975,0,30,0,0,0,0,0,1,0,0,0,0,0
0.0914,0.0,167613,0.999,-2.388,0.83,0.158,0.412,0.759,130.969,0,0,0,0,0,0,0,1,0,0,0,0,0
0.414,0.0,311893,0.904,-3.476,0.789,0.068,0.435,0.607,97.052,0,35,0,0,0,0,1,0,0,0,0,1,0
0.118,0.0247,188706,0.655,-5.369,0.64,0.0316,0.125,0.77,129.964,0,0,0,1,0,0,0,0,0,0,0,0,0
0.942,0.00123,245000,0.341,-8.075,0.193,0.0325,0.105,0.42,107.862,0,31,0,0,0,0,0,0,0,1,0,0,0
0.127,0.0,143258,0.914,-3.106,0.888,0.129,0.277,0.654,174.088,1,50,0,0,0,1,0,0,0,0,0,0,0
0.592,0.00172,229746,0.378,-8.744,0.616,0.0517,0.104,0.771,128.091,0,0,0,0,0,0,0,0,0,0,0,1,0
0.35,0.0,169049,0.918,-1.957,0.83,0.0722,0.109,0.712,149.897,0,49,0,0,0,1,0,0,0,0,0,0,0
0.409,0.00153,200746,0.339,-11.195,0.2,0.0532,0.0973,0.721,129.83,1,78,0,0,0,0,0,0,0,0,1,0,0
0.294,1.29e-06,221766,0.805,-6.645,0.544,0.0513,0.0829,0.686,124.038,0,7,0,1,0,0,0,0,0,0,0,0,0
0.993,0.00368,134959,0.216,-12.261,0.722,0.26,0.0991,0.718,122.689,0,17,0,0,0,1,0,0,0,0,0,0,0
0.000621,0.921,354253,0.819,-4.246,0.276,0.0401,0.0898,0.558,132.005,0,17,0,0,0,0,0,0,0,0,0,0,1
0.14,0.252,203906,0.699,-6.238,0.431,0.0315,0.115,0.614,107.552,0,0,1,0,0,0,0,0,0,1,0,0,0
0.047,0.0,244000,0.721,-5.341,0.64,0.341,0.319,0.494,153.873,0,19,0,1,0,0,0,0,0,0,0,0,0
0.571,0.0479,129599,0.327,-8.029,0.292,0.277,0.0787,0.765,74.931,1,77,0,0,0,0,0,0,0,0,0,1,0
0.000441,0.00019,250363,0.922,-5.938,0.178,0.0538,0.0605,0.434,175.008,0,49,0,1,0,0,0,0,0,0,0,0,0
0.0274,0.000537,269343,0.772,-6.336,0.518,0.0458,0.146,0.593,141.316,0,37,0,0,1,0,0,0,0,0,0,1,0
0.986,0.253,122640,0.08,-13.988,0.184,0.0422,0.0628,0.273,88.252,0,43,1,0,0,0,0,0,0,0,0,0,1
0.871,2e-06,185240,0.661,-8.63,0.567,0.222,0.319,0.475,110.572,0,16,0,0,0,1,0,0,0,0,0,0,0
0.00178,0.575,294009,0.637,-9.265,0.191,0.0329,0.178,0.608,126.023,1,58,0,1,0,0,0,0,0,0,0,0,0
0.303,0.0,273228,0.707,-9.517,0.441,0.362,0.0646,0.828,141.096,1,69,0,0,0,0,0,0,0,1,0,0,0
0.879,0.0,111710,0.242,-10.066,0.409,0.0757,0.394,0.641,75.99,1,57,0,0,0,0,0,1,0,0,0,0,0
0.126,0.0,352613,0.686,-4.111,0.208,0.0361,0.147,0.45,78.973,1,61,0,0,0,0,0,0,0,1,0,0,0
0.118,0.00101,183600,0.813,-6.435,0.783,0.0889,0.0692,0.626,96.858,0,36,0,0,0,0,0,0,0,0,0,1,0
0.701,0.0,157335,0.638,-6.91,0.795,0.0502,0.279,0.728,112.02,0,31,0,0,0,1,0,0,0,0,0,0,0
0.889,0.772,65040,0.109,-15.925,0.0797,0.0368,0.0939,0.432,92.682,1,62,1,0,0,0,0,1,0,0,0,0,0
0.486,0.0118,194631,0.339,-10.937,0.176,0.0373,0.155,0.639,127.91,0,48,0,0,1,1,0,0,0,0,0,0,0
0.945,0.00116,205773,0.216,-9.66,0.362,0.03,0.325,0.277,75.258,1,61,1,0,0,0,0,0,0,0,0,0,0
0.435,0.0,222046,0.819,-7.528,0.905,0.0521,0.733,0.584,168.204,0,44,0,0,0,1,0,0,0,0,0,0,0
0.878,0.0,223329,0.785,-17.026,0.0414,0.938,0.913,0.427,75.097,0,22,0,0,0,0,0,1,0,0,0,0,0
0.0416,0.000218,302120,0.659,-6.335,0.165,0.0347,0.06,0.486,99.997,0,21,0,0,0,0,0,0,0,0,0,1,0
0.116,0.0,252173,0.493,-6.964,0.776,0.0308,0.272,0.667,119.866,0,36,0,0,0,0,0,0,0,0,0,0,1
0.0765,0.0,277560,0.77,-5.993,0.168,0.0472,0.0879,0.459,110.706,0,43,0,1,0,0,0,0,0,0,0,0,0
0.558,0.0,216000,0.573,-9.606,0.479,0.0789,0.104,0.745,100.041,1,50,0,0,1,0,0,0,0,0,0,0,0
0.893,0.0,337133,0.523,-7.54,0.477,0.0391,0.732,0.469,152.013,0,42,0,0,0,1,0,0,0,0,0,0,0
0.0872,0.933,226173,0.723,-7.435,0.369,0.0257,0.152,0.623,98.993,0,45,0,0,0,0,0,1,0,0,0,0,0
0.0542,4.12e-06,196373,0.551,-9.287,0.691,0.09,0.102,0.677,90.066,0,34,0,0,0,0,0,0,0,0,0,0,1
0.778,0.000351,178373,0.482,-9.234,0.749,0.0371,0.148,0.684,123.532,1,60,0,0,0,0,0,0,0,0,0,1,0
0.368,1.13e-06,141479,0.94,-7.625,0.965,0.076,0.079,0.832,97.029,0,37,0,0,0,1,0,0,0,0,0,0,0
0.85,0.767,124087,0.0149,-30.639,0.446,0.0596,0.115,0.14,68.55,1,60,0,0,0,0,0,1,0,0,0,0,0
0.822,0.0,314546,0.173,-26.105,0.408,0.94,0.972,0.64,105.574,0,21,0,0,0,0,0,1,0,0,0,0,0
0.778,0.0,153133,0.248,-12.162,0.893,0.041,0.152,0.772,164.342,0,14,0,0,1,0,0,0,0,0,0,0,0
0.00599,0.0,230400,0.872,-5.293,0.559,0.0471,0.188,0.576,115.042,1,62,0,0,0,0,0,0,0,0,0,1,0
0.729,0.0,144226,0.487,-8.485,0.587,0.0452,0.0521,0.528,109.094,0,32,0,0,0,1,0,0,0,0,0,0,0
0.183,3.39e-06,252640,0.882,-7.099,0.815,0.049,0.338,0.747,116.22,0,32,0,1,0,0,0,0,0,0,0,0,0
0.0399,0.0,182662,0.784,-6.747,0.625,0.365,0.137,0.628,65.451,0,21,0,1,0,0,0,0,0,0,0,0,0
0.699,0.849,212000,0.383,-15.567,0.19,0.062,0.123,0.686,75.001,0,35,0,0,0,0,0,1,0,0,0,0,0
9.08e-05,4.86e-05,262329,0.981,-4.11,0.191,0.104,0.401,0.457,132.01,0,22,0,0,0,0,1,0,0,0,0,0,0
0.981,0.0539,41066,0.0628,-28.528,0.0,0.0,0.111,0.0,0.0,0,31,0,0,0,0,0,1,0,0,0,0,0
0.954,0.849,474773,0.247,-20.627,0.0383,0.0319,0.0584,0.196,79.289,0,0,0,0,0,0,0,0,0,0,0,0,1
0.00131,0.00144,206146,0.568,-7.182,0.0705,0.0341,0.0856,0.503,126.935,1,62,0,0,0,0,1,0,0,0,0,0,0
0.968,0.887,190750,0.0224,-29.738,0.266,0.0374,0.103,0.264,54.356,1,50,1,0,0,0,0,0,0,0,0,0,0
0.294,0.0,132272,0.566,-6.347,0.574,0.22,0.0718,0.753,87.899,0,28,0,0,0,0,0,0,0,0,0,1,0
0.829,0.877,246014,0.315,-18.088,0.0377,0.0362,0.163,0.138,87.921,0,12,0,1,0,0,0,0,0,0,0,0,0
0.00373,0.00116,382786,0.702,-5.733,0.241,0.0299,0.138,0.376,134.817,0,31,0,0,1,0,0,0,0,0,0,0,0
0.622,0.0,120306,0.379,-9.381,0.48,0.0278,0.144,0.61,97.166,1,58,0,0,0,0,0,0,0,0,0,1,0
1.52e-05,0.379,218680,0.847,-7.813,0.507,0.0361,0.305,0.471,92.556,0,21,0,0,0,0,1,0,0,0,0,0,0
0.943,0.336,254400,0.153,-19.231,0.0662,0.0478,0.0942,0.393,119.209,0,13,0,1,0,0,0,0,0,0,0,0,0
0.99,0.912,256146,0.00429,-36.172,0.0368,0.0523,0.103,0.253,74.497,1,59,0,0,0,0,0,1,0,0,0,0,0
0.567,8.56e-06,269351,0.538,-8.314,0.238,0.0425,0.109,0.466,75.125,0,42,0,0,1,0,0,0,0,0,0,0,0
0.616,1.17e-06,207480,0.473,-8.63,0.547,0.0394,0.0693,0.442,172.879,1,57,0,0,0,1,0,0,0,0,0,0,0
0.475,0.0,144540,0.952,-2.847,0.814,0.0622,0.0502,0.666,172.142,0,38,0,0,0,1,0,0,0,0,0,0,0
0.199,4.04e-06,192029,0.627,-8.396,0.943,0.0277,0.0723,0.662,127.261,0,37,0,0,0,0,0,0,0,0,0,1,0
0.0189,0.0,220760,0.725,-4.067,0.254,0.0501,0.05,0.464,104.848,0,34,0,1,0,0,0,0,0,0,0,0,0
0.946,0.000745,200168,0.22,-15.672,0.322,0.0318,0.376,0.387,134.435,0,45,0,0,0,0,0,0,0,0,0,1,0
0.26,0.0,301000,0.563,-3.621,0.281,0.0257,0.124,0.613,81.072,0,49,0,0,0,0,0,0,0,1,0,0,0
0.139,0.0,199813,0.699,-5.984,0.79,0.0375,0.147,0.676,134.966,0,0,0,0,0,0,0,0,0,0,0,1,0
0.64,3.43e-06,241250,0.709,-7.383,0.688,0.0375,0.073,0.625,93.265,0,27,0,0,0,1,0,0,0,0,0,0,0
0.00536,0.89,311853,0.829,-10.254,0.429,0.0566,0.0849,0.817,124.008,0,8,0,1,0,0,0,0,0,0,0,0,0
0.781,0.898,95946,0.0254,-20.089,0.0323,0.0342,0.161,0.172,77.522,0,21,0,0,0,0,0,1,0,0,0,0,0
0.084,0.00176,304240,0.892,-2.133,0.932,0.0438,0.336,0.573,139.989,0,42,0,0,0,0,0,0,0,1,0,0,0
0.183,0.00299,277613,0.845,-6.856,0.833,0.096,0.361,0.743,93.017,0,29,0,0,0,0,0,0,0,0,0,0,1
0.885,0.684,164669,0.0709,-17.712,0.241,0.0576,0.109,0.703,143.248,0,28,0,0,1,0,0,0,0,0,0,0,0
0.103,0.0,192866,0.759,-7.777,0.569,0.141,0.579,0.49,87.652,0,40,0,0,0,0,0,0,0,0,1,0,0
0.00873,0.666,204577,0.839,-4.371,0.276,0.0372,0.103,0.58,174.019,0,49,0,1,0,0,0,0,0,0,0,0,0
0.845,0.00428,319164,0.464,-11.545,0.511,0.0483,0.0833,0.714,129.935,1,56,0,0,0,0,0,0,0,1,0,0,0
0.983,0.925,250400,0.0416,-19.349,0.0966,0.0529,0.0741,0.417,127.388,0,21,0,0,0,0,0,1,0,0,0,0,0
0.42,0.0,245146,0.555,-11.706,0.616,0.0426,0.926,0.497,78.981,0,40,0,0,0,1,0,0,0,0,0,0,0
0.472,0.0,291800,0.553,-9.54,0.444,0.0306,0.869,0.429,79.658,0,40,0,0,0,1,0,0,0,0,0,0,0
0.131,0.0,172342,0.565,-4.457,0.55,0.0948,0.0802,0.795,87.925,0,0,0,1,0,0,0,0,0,0,1,0,1
0.264,0.0333,274285,0.659,-7.632,0.178,0.0351,0.13,0.479,154.034,0,45,0,1,0,0,0,0,0,0,0,0,0
0.0741,0.000243,193933,0.959,-5.853,0.522,0.154,0.764,0.417,82.771,1,51,0,0,0,1,1,0,0,0,1,1,0
0.0273,0.0,200480,0.765,-4.858,0.59,0.297,0.277,0.426,169.259,0,37,0,0,0,0,0,0,0,0,0,0,1
0.459,0.925,127920,0.778,-8.872,0.152,0.027,0.128,0.617,100.363,1,73,0,0,0,0,0,0,0,0,0,1,0
0.523,0.0,81496,0.97,-8.419,0.0382,0.892,0.896,0.528,112.932,0,24,0,0,0,0,0,1,0,0,0,0,0
0.0751,0.835,67720,0.399,-8.984,0.321,0.0858,0.103,0.778,137.305,1,64,0,0,0,0,0,0,0,0,0,0,1
0.653,0.0,200287,0.296,-7.761,0.157,0.0376,0.11,0.327,81.312,1,59,0,0,0,0,0,0,0,1,0,0,0
0.0753,1.5e-05,289453,0.913,-4.26,0.561,0.0362,0.128,0.572,103.265,1,66,0,0,0,0,0,0,0,1,0,0,0
0.548,0.0,223933,0.723,-8.267,0.925,0.0367,0.0883,0.719,116.941,0,0,0,1,0,0,0,0,0,1,0,0,0
0.501,0.0,163075,0.382,-7.429,0.32,0.0601,0.115,0.521,130.445,0,21,0,0,0,0,0,1,0,0,0,0,0
0.2,0.109,194706,0.647,-6.732,0.749,0.0375,0.0766,0.79,105.012,1,64,0,0,0,0,0,0,0,1,0,0,0
0.00103,0.543,52453,0.993,-10.535,0.0379,0.0936,0.328,0.295,102.368,0,10,0,0,0,0,1,0,0,0,0,0,0
0.946,0.893,115800,0.0188,-34.105,0.0593,0.0341,0.081,0.164,71.96,1,66,0,0,0,0,0,1,0,0,0,0,0
0.266,1.14e-05,233493,0.795,-4.987,0.62,0.0349,0.313,0.735,109.975,0,9,0,0,1,0,0,0,0,0,0,0,0
0.0221,0.0,213161,0.965,-2.717,0.791,0.19,0.347,0.633,137.966,0,1,0,1,0,0,0,1,0,0,0,0,0
0.988,0.821,341093,0.00689,-34.623,0.078,0.0432,0.0839,0.188,82.38,0,21,0,0,0,0,0,1,0,0,0,0,0
0.00119,0.000142,189338,0.873,-4.68,0.923,0.0449,0.0432,0.642,100.056,0,44,0,0,0,0,0,0,0,0,0,1,0
0.0803,0.0,192267,0.911,-2.505,0.565,0.107,0.0845,0.639,139.973,0,30,0,1,0,0,0,1,0,0,0,0,0
0.0453,1.53e-06,242360,0.646,-8.501,0.635,0.0305,0.148,0.443,190.602,0,37,0,0,0,0,0,0,0,0,0,0,1
0.000353,0.019,470342,0.601,-7.681,0.325,0.0628,0.0382,0.824,124.004,0,16,0,1,0,0,0,0,0,0,0,0,0
1.33e-06,0.932,246527,0.736,-4.312,0.152,0.174,0.397,0.153,107.357,0,13,0,0,0,0,1,0,0,0,0,0,0
0.0052,2.58e-06,167471,0.676,-6.534,0.394,0.045,0.205,0.721,140.08,1,54,0,1,0,0,0,0,0,0,0,1,1
0.00302,0.267,148125,0.974,-3.102,0.112,0.0994,0.0634,0.618,128.028,0,42,0,1,0,0,0,0,0,0,0,0,0
0.0,0.124,71397,2.01e-05,-17.502,0.0,0.0,0.688,0.0,0.0,0,32,0,0,0,0,0,1,0,0,0,0,0
0.146,0.000371,177466,0.865,-6.198,0.921,0.0996,0.237,0.579,162.963,0,0,0,0,0,0,0,0,0,0,0,1,0
1.64e-05,0.133,230440,0.752,-8.477,0.552,0.036,0.129,0.339,139.918,0,17,0,0,0,0,1,0,0,0,0,0,0
0.0265,0.00815,233630,0.695,-6.349,0.351,0.0271,0.146,0.512,145.957,1,67,0,0,0,0,0,0,0,1,1,1,1
0.695,0.226,120454,0.334,-11.046,0.124,0.031,0.226,0.57,112.015,1,51,0,1,0,0,0,0,0,0,0,1,0
0.000395,0.877,201562,0.956,-3.759,0.0389,0.0349,0.242,0.601,127.993,0,38,0,1,0,0,0,0,0,0,0,0,1
1.27e-05,0.000862,283336,0.962,-4.871,0.156,0.108,0.4,0.265,167.759,0,42,0,0,0,0,1,0,0,0,0,0,0
0.487,0.0485,597600,0.404,-7.815,0.153,0.0261,0.14,0.489,108.01,1,65,0,0,0,0,0,0,0,0,1,0,1
0.14,0.00021,166699,0.644,-7.46,0.224,0.307,0.245,0.595,107.107,0,0,0,1,0,0,0,0,0,0,0,0,1
0.696,0.0793,219253,0.342,-10.064,0.338,0.0298,0.112,0.665,111.992,0,41,1,0,0,0,0,0,0,1,0,0,1
0.791,5.73e-05,253293,0.212,-16.961,0.189,0.0495,0.288,0.686,134.12,0,27,0,0,0,0,0,0,0,0,0,0,1
0.884,0.00479,142666,0.0429,-26.765,0.235,0.0443,0.325,0.443,112.82,0,36,0,0,0,0,0,0,0,0,0,0,1
0.983,0.124,256361,0.044,-20.176,0.115,0.035,0.101,0.298,85.708,1,56,0,0,1,0,0,0,0,0,0,0,0
0.43,0.0,137142,0.587,-7.82,0.67,0.0522,0.132,0.67,167.873,1,53,0,1,0,0,0,0,0,0,0,1,1
0.49,0.0,234592,0.864,-3.778,0.561,0.0437,0.959,0.579,95.961,0,44,0,0,0,1,0,0,0,0,0,0,0
0.0603,1.3e-06,277466,0.895,-5.407,0.655,0.0543,0.582,0.526,101.016,1,63,0,1,0,0,0,0,0,0,0,0,0
0.0106,0.577,418657,0.632,-8.702,0.383,0.0312,0.106,0.681,121.991,0,47,0,1,0,0,0,0,0,0,0,0,0
0.907,2.71e-05,198320,0.336,-13.871,0.458,0.108,0.121,0.474,74.961,1,64,0,0,1,0,0,0,0,0,0,0,0
0.663,0.499,229453,0.509,-9.596,0.397,0.235,0.304,0.529,179.963,0,45,0,0,0,0,0,0,0,0,1,0,0
0.00394,3.05e-06,283000,0.738,-8.347,0.735,0.0345,0.544,0.494,132.496,0,0,0,0,1,0,0,0,0,0,0,1,0
0.000915,0.955,347900,0.907,-6.708,0.0692,0.176,0.0774,0.138,77.985,0,22,0,0,0,0,1,0,0,0,0,0,0
0.92,8.01e-05,192160,0.21,-15.231,0.208,0.0345,0.138,0.32,73.196,0,0,1,0,0,0,0,0,0,0,0,0,0
0.179,0.674,500857,0.829,-9.355,0.777,0.0578,0.0836,0.788,124.971,0,19,0,1,0,0,0,0,0,0,0,0,0
0.91,3.88e-05,151219,0.213,-13.662,0.146,0.0392,0.357,0.402,145.91,0,42,0,0,1,0,0,0,0,0,0,0,1
0.155,0.0,181080,0.922,-5.427,0.97,0.0323,0.0465,0.758,112.028,0,0,0,1,0,0,0,0,0,0,0,0,0
4.43e-05,0.878,274202,0.992,-5.978,0.104,0.095,0.121,0.41,123.933,0,49,0,0,0,0,1,0,0,0,0,0,0
0.0159,0.572,239647,0.903,-7.384,0.651,0.0879,0.0818,0.704,131.988,1,50,0,0,1,0,0,0,0,0,0,0,1
0.157,0.0,210163,0.899,-3.667,0.736,0.117,0.0725,0.818,120.016,1,59,0,0,0,0,0,0,0,0,0,0,1
0.817,0.0,220148,0.0805,-16.968,0.573,0.0576,0.212,0.555,105.578,0,23,0,0,0,1,0,0,0,0,0,0,0
0.0253,0.934,377286,0.753,-7.878,0.492,0.119,0.106,0.798,121.764,0,8,0,1,0,0,0,0,0,0,0,0,0
0.375,0.0,235760,0.567,-7.175,0.437,0.0348,0.981,0.416,99.24,0,42,0,0,0,1,0,0,0,0,0,0,0
4.49e-06,0.865,235026,0.906,-4.106,0.134,0.0793,0.169,0.12,148.948,0,21,0,0,0,0,1,0,0,0,0,0,0
0.985,0.953,62293,0.0444,-35.782,0.382,0.0438,0.126,0.434,75.748,0,22,1,0,0,0,0,0,0,0,0,0,0
0.88,0.0,251586,0.156,-10.052,0.44,0.0314,0.0972,0.367,73.138,1,62,1,0,0,0,0,0,0,0,0,0,0
0.0163,0.61,439565,0.735,-9.656,0.72,0.0604,0.0993,0.708,122.959,1,53,0,1,0,0,0,0,0,0,0,0,0
0.11,0.0,149000,0.646,-5.495,0.563,0.0327,0.258,0.595,120.049,1,50,0,0,1,0,0,0,0,0,0,0,0
0.246,0.872,279093,0.259,-15.335,0.0373,0.0376,0.319,0.469,110.601,0,0,0,0,0,0,0,1,0,0,0,0,0
0.29,0.00564,267120,0.691,-9.417,0.666,0.0588,0.0596,0.891,120.004,1,58,0,0,0,0,0,0,0,1,0,0,0
0.267,0.0,210699,0.603,-6.704,0.524,0.0452,0.108,0.674,121.969,0,1,0,0,1,0,0,0,0,0,0,0,0
0.355,0.29,347071,0.539,-13.324,0.558,0.0331,0.348,0.529,124.156,0,26,0,0,1,0,0,0,0,0,0,0,0
0.0707,0.777,485509,0.41,-14.529,0.332,0.0458,0.147,0.705,120.873,0,13,0,1,0,0,0,0,0,0,0,0,0
0.0202,0.0,178057,0.823,-5.294,0.686,0.0407,0.217,0.528,125.992,0,0,0,1,0,0,0,0,0,0,0,0,0
0.989,0.961,62325,0.194,-20.373,0.67,0.034,0.251,0.354,145.106,0,14,1,0,0,0,0,0,0,0,0,0,0
0.00558,0.775,135213,0.712,-13.353,0.319,0.0906,0.37,0.262,125.433,0,15,0,0,0,0,1,0,0,0,0,0,0
0.0108,0.00358,162927,0.688,-5.81,0.564,0.0349,0.0542,0.708,99.956,0,29,0,1,0,0,0,0,0,0,0,0,0
0.186,7.54e-05,216111,0.83,-4.261,0.566,0.0353,0.305,0.687,108.041,0,40,0,0,1,0,0,0,0,0,0,0,0
0.00744,6.36e-06,236500,0.945,-3.342,0.752,0.0542,0.346,0.528,170.055,0,27,0,0,0,0,0,0,0,1,0,0,0
0.725,0.00385,204733,0.361,-6.21,0.203,0.0406,0.0975,0.524,172.002,0,1,0,0,0,1,0,0,0,0,0,1,0
0.751,0.0,484180,0.696,-7.457,0.814,0.0478,0.896,0.578,88.039,0,46,0,0,0,1,0,0,0,0,0,0,0
0.0223,0.0,199533,0.5,-11.338,0.56,0.0422,0.083,0.369,173.498,0,41,0,0,0,1,0,0,0,0,1,0,0
0.0215,0.00315,186087,0.544,-7.132,0.664,0.0715,0.0966,0.823,149.903,1,75,0,1,0,0,0,0,0,0,0,0,0
0.188,1.03e-05,141000,0.626,-8.408,0.715,0.036,0.327,0.767,125.206,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0513,0.00102,203293,0.979,-4.267,0.535,0.156,0.358,0.512,137.794,1,61,0,0,0,0,1,0,0,0,0,0,0
0.342,1.31e-05,219686,0.669,-6.532,0.359,0.0359,0.0822,0.751,119.014,1,73,0,0,0,0,0,0,0,1,0,1,1
0.081,0.0,229262,0.824,-6.487,0.762,0.311,0.388,0.736,127.933,0,39,0,0,0,0,0,0,0,0,0,0,1
0.00692,0.417,196206,0.752,-3.541,0.743,0.0542,0.0525,0.859,120.496,0,25,0,1,0,0,0,0,0,0,1,0,0
0.359,0.00224,187092,0.716,-6.628,0.417,0.126,0.106,0.909,105.078,1,54,0,0,0,1,0,0,0,0,0,0,1
0.687,2.06e-06,193443,0.756,-4.4,0.456,0.0367,0.111,0.8,113.204,1,73,0,0,0,0,0,0,0,0,0,0,1
0.000942,0.0187,281083,0.811,-7.641,0.412,0.053,0.121,0.506,140.045,0,13,0,1,0,0,0,0,0,0,0,0,0
0.981,0.958,101375,0.121,-21.115,0.0778,0.0392,0.215,0.114,87.964,1,52,0,0,0,0,0,1,0,0,0,0,0
0.709,0.00288,199226,0.441,-9.142,0.158,0.0355,0.0887,0.378,105.905,0,0,0,0,1,0,0,0,0,0,0,0,0
0.011,0.852,328666,0.902,-12.488,0.713,0.0436,0.0767,0.735,132.993,0,20,0,1,0,0,0,0,0,0,0,0,0
0.0147,0.000733,222386,0.742,-8.101,0.123,0.0315,0.158,0.604,108.021,0,48,0,1,0,0,0,0,0,0,0,0,0
0.000168,0.176,216000,0.984,-6.569,0.219,0.0977,0.336,0.33,96.111,0,13,0,0,0,0,1,0,0,0,0,0,0
0.556,0.611,168013,0.522,-8.485,0.933,0.0296,0.0596,0.662,97.988,0,18,0,0,0,0,0,1,0,0,0,0,0
0.00098,0.89,515159,0.573,-13.564,0.678,0.0702,0.0925,0.829,127.746,0,6,0,1,0,0,0,0,0,0,0,0,0
0.367,2.28e-06,180833,0.478,-6.903,0.291,0.031,0.115,0.333,179.448,0,1,0,0,1,0,0,0,0,0,0,0,0
0.0208,1.59e-05,173647,0.992,-3.597,0.493,0.105,0.265,0.652,169.964,0,39,0,1,0,0,0,0,0,0,0,0,0
0.105,0.000335,185680,0.626,-5.693,0.912,0.306,0.0881,0.69,184.009,0,0,0,1,0,0,0,0,0,0,0,0,0
0.03,1.89e-06,238146,0.634,-4.85,0.0921,0.0339,0.0813,0.516,76.994,0,41,0,0,0,0,0,0,0,0,0,0,1
