popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,is_hit
57,120058,1,0.708,0.235,11,-16.156,0,0.318,0.772,0.00238,0.103,0.169,139.998,4,emo,1
4,158391,0,0.869,0.726,11,-5.654,0,0.0459,0.0784,0.0,0.107,0.343,124.023,4,pop,0
44,380306,0,0.473,0.858,1,-4.982,0,0.0533,0.00156,0.242,0.115,0.0439,124.987,4,grunge,0
73,195200,1,0.768,0.374,7,-12.49,1,0.723,0.288,1.67e-06,0.111,0.398,75.503,4,chill,1
58,264538,0,0.458,0.384,8,-5.045,1,0.0267,0.734,0.0,0.0985,0.157,148.21,3,k-pop,1
0,216720,0,0.639,0.836,0,-4.878,0,0.048,0.027,0.0,0.283,0.814,104.998,4,pop,0
53,127080,0,0.482,0.281,4,-12.289,0,0.134,0.913,0.108,0.109,0.0537,82.829,4,sad,1
65,241668,0,0.697,0.438,8,-8.411,1,0.0289,0.399,0.0,0.293,0.58,117.955,4,pop-film,1
79,245365,0,0.715,0.654,2,-7.266,1,0.336,0.196,0.000117,0.0667,0.762,175.589,3,pop,1
47,311040,0,0.531,0.468,8,-8.538,1,0.0319,0.176,0.0,0.149,0.322,119.966,4,indian,0
34,259354,0,0.663,0.903,1,-5.288,0,0.131,0.325,0.0,0.153,0.24,93.004,4,anime,0
65,224813,0,0.613,0.614,1,-7.235,1,0.0439,0.0143,0.0,0.094,0.198,93.984,4,emo,1
53,165724,0,0.698,0.53,6,-7.877,0,0.086,0.16,0.0,0.1,0.311,94.03,4,sad,1
63,347666,0,0.293,0.817,8,-5.432,1,0.0852,0.0401,3.4e-05,0.13,0.145,165.0,4,grunge,1
55,187273,0,0.7,0.696,1,-6.513,1,0.0328,0.16,0.0379,0.1,0.336,124.002,4,emo,1
58,120053,0,0.621,0.196,9,-15.446,1,0.271,0.679,0.000649,0.106,0.397,91.15,4,sad,1
43,251794,0,0.638,0.0621,7,-26.675,1,0.0745,0.543,0.303,0.0763,0.303,147.895,4,sad,0
47,164832,0,0.484,0.384,5,-7.282,1,0.0314,0.517,0.0,0.149,0.185,134.242,3,k-pop,0
46,163868,0,0.744,0.871,9,-4.955,1,0.0734,0.143,0.0,0.118,0.896,152.063,4,sertanejo,0
57,245320,0,0.393,0.935,1,-2.052,0,0.0823,0.0198,0.0,0.354,0.68,177.862,4,anime,1
57,126010,0,0.493,0.521,5,-12.464,0,0.375,0.219,0.71,0.0872,0.273,68.699,1,chill,1
63,366853,0,0.815,0.833,7,-6.117,0,0.0769,0.0297,2e-05,0.33,0.563,99.989,4,pop-film,1
53,85333,0,0.448,0.191,5,-16.495,0,0.0937,0.856,0.000267,0.119,0.418,179.952,4,sad,1
0,173947,1,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,k-pop,0
37,334013,0,0.339,0.942,11,-6.292,1,0.0991,0.00198,0.000189,0.951,0.496,144.645,4,emo,0
35,155474,1,0.775,0.862,2,-5.341,1,0.137,0.224,0.0,0.334,0.454,99.999,4,emo,0
74,180000,0,0.594,0.647,6,-4.347,1,0.0834,0.121,0.0,0.352,0.511,82.321,4,k-pop,1
54,169748,0,0.78,0.389,6,-8.877,0,0.0776,0.491,0.00242,0.0699,0.188,121.919,3,chill,1
65,323360,0,0.618,0.766,3,-4.507,1,0.0323,0.117,0.0,0.121,0.448,113.997,4,k-pop,1
65,197368,1,0.639,0.446,6,-10.489,1,0.0378,0.295,0.0,0.181,0.363,76.004,4,emo,1
50,245624,0,0.363,0.448,1,-8.595,1,0.0348,0.716,0.0,0.108,0.424,143.711,4,k-pop,1
71,199338,0,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.649,79.979,4,k-pop,1
48,197243,0,0.671,0.625,9,-4.128,1,0.0436,0.37,0.0,0.107,0.683,154.955,4,sertanejo,0
76,209829,0,0.537,0.586,6,-1.864,1,0.314,0.265,7.04e-05,0.175,0.624,79.056,4,pop,1
63,86749,1,0.71,0.415,8,-9.561,1,0.0908,0.902,0.00236,0.149,0.418,92.016,4,chill,1
51,146000,0,0.688,0.619,3,-8.001,1,0.0409,0.375,0.0,0.195,0.444,119.929,4,emo,1
64,220773,1,0.854,0.467,9,-6.843,0,0.191,0.00596,0.00171,0.204,0.33,87.02,4,emo,1
62,298266,0,0.643,0.268,11,-15.073,0,0.09,0.593,2.06e-06,0.316,0.62,143.813,4,indian,1
61,319115,0,0.556,0.706,5,-5.709,1,0.0336,0.335,1.8e-06,0.137,0.726,80.008,4,pop-film,1
68,203727,0,0.492,0.615,2,-6.663,1,0.244,0.196,0.0,0.0772,0.458,90.081,4,k-pop,1
62,197716,0,0.639,0.368,2,-14.096,0,0.048,0.245,0.0,0.106,0.415,89.94,4,pop,1
0,167760,0,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,4,pop,0
66,222026,0,0.452,0.873,9,-4.867,1,0.0613,0.000519,0.0,0.0592,0.433,80.473,4,grunge,1
47,181178,1,0.808,0.462,0,-11.588,1,0.0622,0.444,0.0,0.111,0.393,105.042,4,emo,0
62,258733,0,0.548,0.6,5,-5.049,1,0.0297,0.071,0.0,0.192,0.296,143.961,4,anime,1
94,233456,0,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3,pop,1
52,290233,0,0.529,0.981,7,-1.278,1,0.131,0.15,0.0,0.401,0.501,97.583,4,anime,1
54,184622,0,0.617,0.671,1,-6.258,0,0.0988,0.505,0.0,0.522,0.72,171.864,4,sertanejo,1
56,92160,1,0.942,0.439,0,-8.519,1,0.0864,0.346,0.0,0.107,0.231,125.018,4,emo,1
49,357560,0,0.534,0.399,10,-8.84,1,0.0267,0.81,0.000603,0.171,0.212,108.883,4,k-pop,0
46,162352,0,0.643,0.508,5,-8.325,1,0.0432,0.492,0.0,0.121,0.408,170.136,4,indian,0
22,250240,0,0.394,0.975,2,-3.533,0,0.315,0.00151,0.0,0.118,0.466,192.021,4,emo,0
76,184677,0,0.564,0.682,6,-6.688,1,0.113,0.0146,0.0,0.123,0.551,107.597,4,k-pop,1
27,232693,0,0.35,0.831,0,-8.932,1,0.0714,0.00378,1.47e-05,0.111,0.821,198.275,4,grunge,0
46,214266,0,0.592,0.707,4,-4.592,1,0.0305,0.575,0.0,0.146,0.704,148.082,4,sertanejo,0
46,200093,0,0.552,0.561,9,-9.69,1,0.0322,0.437,0.0,0.315,0.735,82.621,4,sertanejo,0
0,171880,1,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,pop,0
38,286912,0,0.611,0.331,0,-13.519,1,0.377,0.949,0.0,0.0954,0.522,148.47,4,sad,0
72,266560,0,0.613,0.72,0,-7.957,1,0.0425,0.0132,0.0,0.104,0.561,117.341,4,grunge,1
0,136058,0,0.803,0.75,11,-4.67,1,0.0551,0.0233,3.87e-05,0.045,0.628,106.0,4,chill,0
44,264438,0,0.636,0.607,0,-8.08,1,0.0321,0.658,0.0168,0.145,0.229,119.837,4,indian,0
56,274500,0,0.725,0.404,9,-12.19,0,0.052,0.923,0.53,0.206,0.435,123.182,4,pop-film,1
54,150883,1,0.862,0.539,1,-6.975,1,0.0788,0.225,0.0,0.111,0.439,130.03,4,sad,1
18,169800,0,0.587,0.682,6,-6.091,0,0.0963,0.0345,0.0,0.0586,0.374,149.978,4,grunge,0
5,224240,0,0.52,0.542,1,-7.404,0,0.155,0.0383,0.0,0.371,0.669,81.131,4,pop,0
61,265926,0,0.247,0.556,11,-7.514,1,0.0376,0.635,0.000436,0.146,0.371,168.823,4,indian,1
66,260310,0,0.607,0.624,5,-7.051,0,0.0354,0.697,0.0,0.0994,0.757,157.305,3,pop-film,1
72,236436,0,0.605,0.53,11,-6.346,1,0.0246,0.821,0.0,0.131,0.397,93.95,4,pop,1
47,164036,0,0.709,0.571,5,-6.031,1,0.0811,0.382,0.0,0.0931,0.473,88.529,4,chill,0
46,89947,0,0.525,0.622,11,-11.557,1,0.0297,0.774,0.0327,0.286,0.239,99.958,4,indian,0
70,189000,1,0.66,0.139,6,-16.339,0,0.0323,0.964,1.1e-05,0.105,0.312,79.975,4,chill,1
63,341027,0,0.63,0.837,9,-4.635,0,0.0387,0.329,0.00271,0.159,0.473,107.997,4,indian,1
66,138000,0,0.916,0.401,1,-13.072,1,0.519,0.659,5.22e-06,0.0818,0.42,141.008,4,chill,1
33,187053,0,0.519,0.985,7,-3.86,1,0.0655,0.000511,2.18e-05,0.349,0.713,140.043,4,emo,0
61,348445,0,0.735,0.167,5,-18.467,1,0.0567,0.929,0.165,0.662,0.376,147.854,4,chill,1
49,172383,0,0.558,0.912,0,-3.451,1,0.219,0.542,0.0,0.237,0.768,191.959,4,sertanejo,0
58,172946,0,0.671,0.281,5,-15.427,0,0.0357,0.827,0.85,0.108,0.115,128.02,4,anime,1
63,458693,0,0.52,0.766,8,-9.242,0,0.085,0.239,0.00021,0.129,0.714,144.13,4,pop-film,1
76,101851,1,0.755,0.695,9,-5.963,1,0.26,0.0179,0.0,0.107,0.493,128.063,4,emo,1
70,298771,0,0.679,0.537,4,-7.843,1,0.0322,0.844,3.34e-06,0.108,0.481,111.979,4,pop-film,1
47,162965,0,0.479,0.889,1,-4.162,1,0.168,0.0992,0.0,0.356,0.735,169.646,4,sertanejo,0
69,217000,0,0.289,0.716,5,-6.53,0,0.106,0.0407,0.00123,0.135,0.344,168.049,4,grunge,1
35,155071,1,0.827,0.524,1,-10.813,0,0.0693,0.201,0.0,0.117,0.369,123.966,4,emo,0
61,226615,0,0.792,0.813,0,-3.687,1,0.0513,0.388,2.29e-05,0.0541,0.868,130.058,4,pop-film,1
62,156606,1,0.682,0.587,8,-12.296,1,0.222,0.127,0.78,0.119,0.292,153.022,4,sad,1
44,292573,0,0.742,0.831,8,-4.978,1,0.0679,0.14,1.69e-05,0.696,0.728,119.993,4,sertanejo,0
45,195468,0,0.42,0.675,2,-8.152,1,0.0955,0.708,0.0,0.321,0.491,73.475,4,sertanejo,0
0,194546,0,0.882,0.736,3,-2.892,0,0.116,0.00222,0.0,0.0515,0.582,125.995,4,k-pop,0
60,348280,0,0.459,0.563,9,-6.369,0,0.0263,0.39,1.98e-06,0.107,0.0961,101.996,4,pop-film,1
75,171743,0,0.456,0.437,8,-11.156,1,0.0867,0.839,0.0,0.218,0.209,108.678,4,pop,1
46,233320,0,0.556,0.696,6,-6.058,1,0.0389,0.28,0.0,0.965,0.475,113.97,4,sertanejo,0
43,190138,0,0.486,0.361,7,-5.964,1,0.0331,0.615,0.0,0.108,0.357,82.966,4,sertanejo,0
53,154000,0,0.517,0.943,8,-2.044,1,0.17,0.00216,0.0,0.0801,0.48,180.201,4,chill,1
35,176202,0,0.687,0.434,10,-12.487,0,0.25,0.184,0.00103,0.163,0.65,158.056,4,emo,0
0,157746,0,0.608,0.851,1,-6.181,1,0.0282,0.0191,0.0,0.12,0.409,129.997,4,emo,0
71,227091,0,0.742,0.879,0,-4.274,0,0.0328,0.0696,7.17e-06,0.0981,0.936,133.946,4,pop,1
57,283680,0,0.705,0.495,7,-12.39,0,0.0367,0.265,5.73e-06,0.219,0.646,87.942,4,pop-film,1
49,154280,0,0.564,0.829,10,-4.504,1,0.0397,0.0859,0.0,0.344,0.608,135.008,4,emo,0
30,242640,0,0.381,0.867,9,-8.4,1,0.0516,0.000962,0.000458,0.211,0.821,177.566,4,grunge,0
59,268221,0,0.789,0.49,0,-6.917,1,0.0491,0.838,0.0252,0.2,0.454,125.413,4,pop-film,1
67,205120,0,0.546,0.98,9,-3.02,0,0.0619,0.0154,0.0,0.31,0.478,120.037,4,grunge,1
46,85520,0,0.592,0.173,7,-20.698,1,0.0373,0.941,0.972,0.0947,0.433,69.999,4,anime,0
53,197183,1,0.788,0.936,8,-3.479,1,0.316,0.445,0.0,0.0812,0.763,139.964,4,anime,1
50,190186,0,0.494,0.905,1,-4.662,0,0.044,0.0367,1.41e-05,0.109,0.383,180.035,4,grunge,1
54,245735,0,0.654,0.924,6,-4.892,1,0.174,0.0738,0.0,0.329,0.595,136.021,4,indian,1
51,239285,0,0.61,0.834,11,-6.918,0,0.0685,0.413,0.0,0.255,0.681,139.994,4,indian,1
59,203428,1,0.863,0.611,7,-9.613,1,0.158,0.00347,0.000159,0.0865,0.0518,104.959,4,anime,1
57,373170,0,0.641,0.578,10,-8.204,1,0.0352,0.571,0.0,0.114,0.458,123.01,4,indian,1
1,170344,0,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,4,chill,0
59,203800,1,0.821,0.41,0,-5.587,1,0.045,0.0172,0.0,0.113,0.197,131.963,4,emo,1
34,279946,0,0.598,0.994,11,-2.426,0,0.158,0.0264,2.06e-06,0.27,0.644,143.975,4,anime,0
57,219866,0,0.68,0.542,9,-8.848,0,0.0974,0.26,0.0,0.112,0.274,148.942,4,sad,1
69,224053,1,0.265,0.827,7,-4.661,1,0.104,0.0434,0.0,0.117,0.131,82.021,4,emo,1
45,208476,0,0.439,0.458,5,-9.855,0,0.0554,0.182,1.83e-05,0.395,0.0666,75.923,4,indian,0
62,257089,0,0.679,0.687,8,-5.522,1,0.0294,0.0779,0.0,0.704,0.424,127.961,4,pop-film,1
2,272800,0,0.741,0.582,8,-4.445,1,0.281,0.291,0.000101,0.152,0.713,186.096,4,pop,0
56,189400,0,0.569,0.785,7,-4.33,1,0.0874,0.0481,0.0,0.606,0.484,109.779,4,sertanejo,1
58,63049,0,0.767,0.208,6,-21.687,1,0.0601,0.533,0.857,0.098,0.232,120.089,3,anime,1
49,268920,0,0.437,0.89,5,-3.043,1,0.108,0.0921,0.0,0.122,0.628,164.946,4,anime,0
0,174373,1,0.645,0.933,1,-3.588,1,0.0705,0.00675,1.27e-06,0.32,0.761,127.993,4,anime,0
51,207080,1,0.76,0.538,0,-3.54,1,0.0345,0.163,7.76e-06,0.1,0.138,134.005,4,emo,1
40,137109,1,0.901,0.665,8,-4.337,0,0.0858,0.0106,0.0,0.0797,0.873,99.991,4,sad,0
0,170964,0,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,pop,0
35,227960,0,0.556,0.91,5,-3.975,0,0.0641,0.00307,0.0,0.395,0.463,102.572,4,anime,0
43,235013,0,0.498,0.622,2,-7.396,1,0.0323,0.401,4.17e-05,0.547,0.462,147.815,4,sertanejo,0
23,219043,0,0.504,0.918,0,-5.475,1,0.0462,0.00228,0.0,0.147,0.674,165.911,4,grunge,0
77,142258,0,0.789,0.536,9,-5.422,0,0.0424,0.604,2.09e-06,0.088,0.877,124.029,4,pop-film,1
36,199131,1,0.875,0.617,1,-6.832,0,0.347,0.061,0.0,0.0916,0.685,145.029,4,sad,0
52,178025,0,0.768,0.127,11,-14.982,1,0.0553,0.716,0.776,0.156,0.449,129.893,4,chill,1
26,197295,1,0.722,0.653,11,-4.68,1,0.0841,0.421,1.43e-05,0.189,0.594,148.062,4,sad,0
57,294933,0,0.335,0.92,1,-4.086,1,0.0986,0.00118,0.0,0.354,0.246,83.117,4,anime,1
79,279107,0,0.534,0.721,0,-7.636,1,0.0427,0.634,0.000877,0.1,0.439,112.062,4,indian,1
41,190189,0,0.619,0.503,10,-12.203,0,0.143,0.706,0.0,0.108,0.366,109.757,1,indian,0
83,257266,0,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.118,0.477,122.016,4,pop,1
68,352710,0,0.261,0.603,0,-6.733,1,0.0367,0.558,0.0,0.184,0.207,158.125,4,pop-film,1
43,200746,0,0.804,0.784,7,-5.458,1,0.0677,0.25,0.0,0.0466,0.975,152.02,4,sertanejo,0
72,328992,0,0.401,0.553,5,-8.263,0,0.0337,0.47,2.96e-06,0.124,0.364,79.144,4,pop-film,1
55,194400,0,0.38,0.292,0,-14.282,1,0.054,0.498,0.0262,0.126,0.0777,75.572,3,sad,1
52,162539,0,0.616,0.933,0,-4.603,1,0.125,0.0856,0.0,0.353,0.776,160.045,4,sertanejo,1
77,350011,0,0.43,0.612,10,-5.534,0,0.0392,0.432,2.29e-06,0.0955,0.241,85.959,4,pop-film,1
9,161970,0,0.705,0.441,7,-8.328,1,0.0423,0.663,0.0,0.17,0.493,127.888,4,sad,0
46,231080,0,0.624,0.929,10,-2.008,0,0.226,0.349,0.0,0.646,0.817,179.672,4,sertanejo,0
26,222200,0,0.413,0.445,1,-7.259,0,0.025,0.438,0.0,0.111,0.117,95.562,4,grunge,0
65,274991,0,0.622,0.728,6,-5.111,1,0.286,0.0511,0.0,0.171,0.394,139.994,4,k-pop,1
46,131440,0,0.824,0.816,0,-6.161,1,0.151,0.0329,0.0,0.275,0.626,100.89,4,sertanejo,0
56,137400,0,0.716,0.619,5,-8.029,1,0.0372,0.444,0.0,0.108,0.648,122.941,4,chill,1
57,269333,0,0.394,0.303,0,-13.401,0,0.049,0.748,2.02e-05,0.0656,0.837,207.348,4,pop-film,1
66,244444,0,0.774,0.672,2,-4.351,1,0.0621,0.276,1.82e-05,0.111,0.307,107.956,4,pop,1
56,220106,0,0.611,0.292,9,-12.809,1,0.0283,0.308,0.00256,0.185,0.65,96.937,4,pop-film,1
74,247941,0,0.483,0.468,8,-7.642,1,0.0341,0.784,0.0,0.152,0.319,135.875,4,indian,1
46,195813,0,0.449,0.581,10,-4.43,1,0.0299,0.852,0.0,0.125,0.66,134.205,4,sertanejo,0
52,192078,0,0.657,0.209,7,-12.067,1,0.0971,0.977,0.938,0.0984,0.511,220.039,4,sad,1
83,171743,0,0.656,0.436,8,-11.141,1,0.0744,0.845,0.0,0.221,0.196,109.239,4,pop,1
45,307960,0,0.591,0.804,7,-8.688,0,0.0555,0.459,9.44e-06,0.0743,0.673,107.05,4,k-pop,0
54,160279,1,0.832,0.26,1,-13.279,0,0.076,0.759,0.00473,0.116,0.397,109.949,4,sad,1
0,183066,0,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop,0
46,53382,0,0.286,0.145,4,-22.943,0,0.0353,0.454,0.0,0.214,0.324,160.459,1,indian,0
53,179212,0,0.654,0.56,4,-9.363,0,0.102,0.213,0.0,0.128,0.282,74.985,4,sad,1
77,180750,0,0.658,0.9,9,-3.479,0,0.264,0.0364,0.0,0.0771,0.526,156.096,4,k-pop,1
53,3340672,0,0.719,0.466,3,-9.153,1,0.0417,0.733,1.81e-06,0.0973,0.812,137.159,4,k-pop,1
54,237142,0,0.576,0.924,0,-6.536,1,0.0498,0.127,4.36e-05,0.379,0.461,126.037,4,indian,1
45,160868,0,0.587,0.626,0,-5.54,1,0.0303,0.338,0.0,0.255,0.488,95.9,4,sertanejo,0
63,104960,1,0.817,0.697,1,-5.897,1,0.211,0.074,0.00716,0.101,0.334,147.965,4,emo,1
50,132951,0,0.462,0.371,10,-11.201,1,0.0522,0.503,0.0,0.135,0.255,139.637,4,emo,1
88,238805,0,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4,pop,1
44,137142,0,0.527,0.308,6,-11.848,1,0.0359,0.699,0.0021,0.162,0.0397,69.88,4,sad,0
49,212432,0,0.758,0.924,2,-3.724,1,0.0346,0.176,2.23e-05,0.0719,0.912,148.033,4,sertanejo,0
27,374799,0,0.403,0.858,6,-6.416,1,0.0681,0.0142,1.03e-05,0.874,0.149,96.249,4,grunge,0
47,263253,0,0.488,0.96,6,-2.629,1,0.0654,0.189,0.000103,0.34,0.788,172.06,4,anime,0
70,231480,0,0.401,0.953,4,-4.276,1,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217,4,grunge,1
70,134197,1,0.811,0.609,10,-8.376,1,0.0996,0.227,0.0,0.102,0.439,120.071,4,sad,1
35,198843,0,0.574,0.731,0,-5.078,1,0.0503,0.058,0.0,0.126,0.675,158.044,4,emo,0
30,318427,0,0.746,0.649,11,-10.096,0,0.0327,0.587,1.23e-05,0.134,0.654,104.984,4,pop-film,0
71,194600,0,0.786,0.858,11,-3.74,1,0.0675,0.0487,0.0,0.126,0.649,112.999,4,k-pop,1
57,246741,0,0.676,0.544,7,-10.893,1,0.0568,0.566,0.0,0.341,0.533,88.969,4,pop-film,1
66,225750,0,0.501,0.445,6,-8.432,1,0.0337,0.772,0.0,0.117,0.388,80.086,4,indian,1
63,355840,0,0.436,0.499,7,-12.909,0,0.0356,0.499,5.01e-05,0.308,0.551,103.104,4,k-pop,1
51,92380,0,0.652,0.372,0,-9.151,1,0.0327,0.687,0.178,0.0907,0.266,126.034,4,anime,1
49,326186,0,0.432,0.582,9,-7.927,1,0.0343,0.473,0.0,0.78,0.502,113.993,4,sertanejo,0
59,129144,0,0.885,0.246,7,-12.96,0,0.0663,0.655,0.0424,0.134,0.457,106.034,4,chill,1
35,340920,0,0.488,0.969,4,-4.996,0,0.0889,0.00312,0.000117,0.068,0.476,159.94,4,emo,0
46,177229,0,0.707,0.454,4,-6.652,1,0.0271,0.183,7.88e-06,0.258,0.459,111.945,4,sertanejo,0
64,228855,0,0.611,0.566,1,-5.861,1,0.0388,0.507,0.0,0.0971,0.312,82.984,4,pop-film,1
47,293960,0,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,4,grunge,0
58,153621,1,0.792,0.389,3,-9.679,1,0.0776,0.78,0.0,0.346,0.829,86.954,4,chill,1
44,387318,0,0.666,0.527,9,-10.85,0,0.0307,0.238,3.06e-05,0.327,0.283,138.038,4,indian,0
48,163046,0,0.737,0.846,11,-3.877,0,0.147,0.533,0.0,0.18,0.703,129.878,4,sertanejo,0
53,208960,0,0.581,0.699,4,-5.564,1,0.0337,0.0455,3.74e-06,0.536,0.282,105.074,4,grunge,1
30,253160,0,0.607,0.891,9,-4.56,0,0.0387,0.0417,0.00521,0.314,0.462,120.012,3,grunge,0
83,301920,0,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,grunge,1
46,250639,0,0.74,0.495,9,-5.715,1,0.042,0.767,0.0,0.328,0.45,119.881,4,k-pop,0
48,158142,0,0.76,0.621,5,-5.208,1,0.0896,0.576,0.0,0.254,0.962,139.965,4,sertanejo,0
62,309103,0,0.626,0.522,7,-5.857,1,0.0317,0.686,0.0,0.41,0.628,118.001,4,indian,1
42,268142,0,0.407,0.518,10,-10.62,0,0.0437,0.717,0.0,0.248,0.509,109.764,4,indian,0
53,161906,0,0.857,0.293,5,-10.668,0,0.306,0.661,1.79e-06,0.25,0.526,144.075,4,sad,1
57,290053,0,0.778,0.816,11,-4.813,1,0.207,0.364,8.53e-06,0.14,0.83,148.023,4,pop-film,1
63,174211,0,0.827,0.49,10,-8.37,0,0.055,0.321,0.000137,0.095,0.836,113.002,4,chill,1
48,188773,0,0.726,0.803,11,-4.451,1,0.0345,0.794,0.0,0.345,0.659,135.937,4,sertanejo,0
52,279424,0,0.44,0.666,2,-5.975,1,0.0506,0.303,0.0,0.381,0.69,91.818,4,sertanejo,1
56,185737,0,0.655,0.532,2,-6.298,1,0.0683,0.822,0.0,0.143,0.421,138.942,4,chill,1
55,195026,0,0.534,0.685,5,-6.082,0,0.0681,0.202,0.0,0.0961,0.445,84.912,4,chill,1
43,209390,0,0.505,0.626,0,-6.835,1,0.0354,0.278,3.17e-06,0.295,0.216,80.022,4,grunge,0
66,152920,0,0.714,0.131,5,-21.958,1,0.0556,0.975,0.904,0.354,0.685,113.032,4,sad,1
43,254773,0,0.409,0.612,2,-6.437,0,0.0361,0.199,9.36e-06,0.144,0.367,147.886,4,anime,0
53,134512,0,0.864,0.564,0,-8.54,1,0.059,0.399,0.000746,0.397,0.401,134.983,4,sad,1
43,172500,0,0.826,0.248,2,-11.826,1,0.0386,0.808,0.871,0.102,0.324,79.973,4,anime,0
65,325257,0,0.511,0.622,10,-6.184,1,0.0435,0.0662,7.78e-05,0.0465,0.387,85.349,4,pop,1
50,306506,0,0.718,0.729,3,-5.458,0,0.0294,0.452,0.0117,0.0887,0.274,119.987,4,k-pop,1
58,115216,0,0.635,0.307,0,-16.255,0,0.0446,0.676,0.904,0.0928,0.408,150.456,4,anime,1
54,110163,0,0.789,0.659,0,-5.305,1,0.0406,0.382,0.0392,0.252,0.603,91.508,3,chill,1
46,192000,0,0.86,0.479,1,-7.871,1,0.0366,0.265,0.0,0.112,0.962,105.023,4,chill,0
51,76800,0,0.671,0.168,9,-22.507,1,0.0509,0.841,0.0282,0.265,0.297,99.987,4,sad,1
52,415476,0,0.444,0.755,1,-9.801,0,0.0528,0.512,7.71e-05,0.0554,0.619,115.051,4,k-pop,1
3,167760,0,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,4,pop,0
49,196311,0,0.383,0.496,11,-7.101,1,0.0455,0.787,0.0,0.1,0.368,55.693,3,chill,0
60,184428,0,0.591,0.335,1,-14.259,0,0.0545,0.686,0.432,0.408,0.0718,128.147,4,chill,1
59,261559,0,0.7,0.526,0,-6.246,1,0.0355,0.0981,0.471,0.102,0.774,92.015,4,pop-film,1
48,248213,0,0.521,0.728,0,-3.829,1,0.0306,0.107,0.0,0.958,0.724,126.279,3,sertanejo,0
51,189000,0,0.384,0.642,1,-5.686,0,0.109,0.144,0.0071,0.116,0.267,159.904,4,anime,1
48,193525,0,0.603,0.865,7,-3.866,0,0.0516,0.543,0.0,0.704,0.759,148.019,4,sertanejo,0
50,173877,0,0.557,0.387,6,-9.416,0,0.0267,0.0279,6.16e-06,0.369,0.153,98.089,4,indian,1
66,126610,0,0.663,0.283,1,-15.806,1,0.0899,0.27,0.0,0.189,0.387,146.228,4,chill,1
49,154000,1,0.598,0.54,7,-6.199,1,0.0363,0.0504,0.000144,0.211,0.244,140.13,4,sad,0
57,182416,0,0.548,0.341,0,-11.667,0,0.397,0.708,0.0,0.121,0.34,71.573,4,sad,1
51,166853,0,0.479,0.864,0,-4.601,0,0.055,0.00505,4.58e-05,0.0926,0.421,159.994,4,anime,1
48,166153,0,0.537,0.535,1,-7.336,0,0.0372,0.139,1.54e-06,0.137,0.113,129.951,4,indian,0
60,89946,0,0.559,0.973,4,-3.386,0,0.088,0.0573,0.0,0.558,0.632,135.012,4,anime,1
59,245500,0,0.59,0.63,9,-6.735,1,0.0279,0.469,1.02e-05,0.15,0.227,119.962,4,indian,1
50,318880,0,0.489,0.522,11,-5.291,1,0.0306,0.401,0.0,0.238,0.43,78.035,4,emo,1
50,266083,0,0.524,0.895,8,-4.007,0,0.147,0.132,1.96e-06,0.841,0.692,130.909,4,indian,1
2,171880,1,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,pop,0
42,156000,0,0.779,0.257,4,-15.347,0,0.0791,0.84,0.91,0.378,0.54,79.999,4,anime,0
45,237796,0,0.606,0.766,2,-3.792,1,0.048,0.394,1.74e-06,0.181,0.834,121.397,4,sertanejo,0
39,168998,1,0.686,0.565,10,-10.221,0,0.0356,0.0256,0.0,0.0742,0.355,87.034,4,emo,0
49,160270,0,0.489,0.859,0,-7.783,0,0.0327,0.273,0.976,0.0856,0.425,97.555,4,anime,0
50,183000,0,0.553,0.546,7,-8.985,0,0.123,0.752,2.64e-06,0.108,0.626,170.053,4,sad,1
48,151347,0,0.779,0.554,2,-8.247,1,0.0667,0.0608,0.0,0.0942,0.299,90.016,4,sad,0
62,166285,0,0.805,0.602,11,-6.444,1,0.0351,0.272,0.0,0.13,0.638,139.981,4,sad,1
44,283360,0,0.697,0.643,3,-6.394,1,0.0296,0.662,6.22e-05,0.0734,0.349,89.998,4,k-pop,0
52,346290,0,0.589,0.522,9,-10.649,1,0.0391,0.642,2.74e-05,0.0992,0.31,109.094,4,indian,1
