popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,is_hit
46,250684,0,0.622,0.709,0,-5.061,0,0.0513,0.309,6.38e-06,0.163,0.488,160.03,4,k-pop,0
56,283906,0,0.699,0.496,1,-7.88,0,0.0479,0.74,0.000347,0.112,0.75,82.008,4,pop-film,1
58,225873,0,0.402,0.718,9,-5.407,1,0.045,0.53,0.0,0.454,0.673,84.261,4,pop-film,1
46,165155,0,0.6,0.58,6,-5.865,1,0.0368,0.537,0.0,0.256,0.435,73.613,4,sertanejo,0
59,173133,1,0.482,0.46,4,-12.716,0,0.577,0.357,0.0,0.51,0.434,82.686,4,chill,1
43,233076,0,0.514,0.829,5,-6.04,0,0.0817,0.208,5e-06,0.204,0.308,156.116,4,k-pop,0
0,181365,0,0.639,0.656,7,-6.581,0,0.0421,0.118,2.76e-06,0.0841,0.382,93.129,4,chill,0
1,293692,0,0.373,0.114,5,-13.171,1,0.041,0.937,4.73e-05,0.104,0.172,90.945,1,pop,0
57,269996,0,0.44,0.57,4,-7.101,0,0.0303,0.851,0.00367,0.168,0.202,120.807,4,pop-film,1
47,225522,0,0.493,0.334,4,-14.612,0,0.0552,0.0873,0.000628,0.22,0.119,140.145,4,indian,0
60,382493,0,0.446,0.561,5,-8.987,1,0.0591,0.363,2.4e-05,0.128,0.524,102.669,4,pop-film,1
1,216426,0,0.533,0.426,9,-9.525,0,0.0297,0.46,0.0,0.1,0.152,103.267,3,pop,0
47,171843,0,0.569,0.73,9,-6.588,1,0.043,0.537,4.63e-05,0.2,0.584,174.093,4,sertanejo,0
65,158000,0,0.641,0.436,6,-10.353,0,0.323,0.636,2.68e-05,0.14,0.535,129.08,4,chill,1
65,109295,1,0.732,0.483,6,-13.656,1,0.13,0.742,0.326,0.107,0.464,126.053,4,chill,1
20,209407,0,0.307,0.152,1,-8.566,0,0.0324,0.692,0.0,0.139,0.281,174.17,4,pop-film,0
58,201154,0,0.524,0.238,7,-11.162,1,0.0423,0.657,0.926,0.16,0.12,78.018,4,anime,1
68,122723,0,0.541,0.0836,1,-12.663,1,0.313,0.913,0.00199,0.126,0.452,181.032,4,chill,1
45,241613,0,0.651,0.668,8,-8.194,0,0.0364,0.75,1.08e-05,0.931,0.445,134.053,4,sertanejo,0
49,164400,1,0.431,0.504,8,-10.072,0,0.0641,0.0795,0.000186,0.114,0.292,204.804,4,sad,0
68,172360,0,0.733,0.837,1,-4.537,1,0.0992,0.0671,0.0,0.0939,0.606,76.453,4,k-pop,1
73,195253,0,0.619,0.429,2,-7.867,1,0.028,0.738,1.35e-05,0.136,0.545,90.058,4,pop,1
46,201774,0,0.676,0.607,2,-6.179,1,0.108,0.693,0.0,0.233,0.349,78.013,4,k-pop,0
66,243640,0,0.442,0.855,6,-2.985,0,0.0288,0.00049,0.0137,0.273,0.363,175.543,4,grunge,1
59,198404,0,0.696,0.543,8,-8.73,0,0.0454,0.438,3.29e-05,0.394,0.3,115.983,4,chill,1
0,166346,0,0.628,0.683,7,-5.565,0,0.0467,0.246,0.0,0.176,0.462,99.8,4,pop,0
54,167471,0,0.721,0.676,0,-6.534,1,0.045,0.0052,2.58e-06,0.205,0.394,140.08,4,indian,1
47,237660,0,0.6,0.687,8,-7.939,1,0.326,0.359,0.0,0.245,0.671,164.911,3,pop,0
0,258284,0,0.585,0.222,1,-18.529,1,0.0351,0.659,0.332,0.446,0.0734,90.009,4,indian,0
56,342668,0,0.566,0.634,2,-5.551,1,0.0443,0.145,0.000716,0.0814,0.36,143.89,4,pop-film,1
52,235360,0,0.608,0.835,11,-6.157,0,0.0282,0.24,0.0,0.3,0.68,97.991,4,grunge,1
47,213833,0,0.575,0.306,11,-10.536,1,0.0476,0.885,0.0,0.109,0.338,82.011,4,indian,0
0,217426,0,0.489,0.906,7,-5.825,1,0.0339,9.02e-06,1.16e-06,0.331,0.673,97.056,4,emo,0
62,112920,0,0.292,0.548,2,-4.977,1,0.0363,0.0827,0.0,0.414,0.207,175.053,3,emo,1
36,114000,0,0.553,0.948,0,-9.026,1,0.0549,0.0376,0.826,0.113,0.0985,144.992,4,emo,0
59,152142,0,0.654,0.273,11,-15.547,0,0.0295,0.78,0.907,0.369,0.196,111.988,4,chill,1
48,178699,0,0.68,0.878,2,-3.746,1,0.03,0.206,0.0,0.973,0.704,139.988,4,sertanejo,0
67,190786,0,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,4,grunge,1
35,188035,1,0.886,0.564,6,-7.227,0,0.157,0.793,0.0,0.231,0.439,120.053,4,sad,0
56,224106,0,0.573,0.549,0,-4.448,0,0.0269,0.269,8.97e-05,0.383,0.311,113.99,4,k-pop,1
44,175454,0,0.753,0.51,6,-5.501,1,0.0513,0.249,0.0,0.321,0.702,132.04,4,emo,0
62,100586,0,0.901,0.467,10,-9.142,1,0.0586,0.05,0.0153,0.105,0.58,105.586,4,chill,1
49,221680,1,0.873,0.581,9,-7.525,0,0.369,0.132,0.0,0.0851,0.685,150.939,4,emo,0
58,96296,1,0.67,0.517,1,-6.707,0,0.165,0.0225,0.0,0.148,0.671,162.013,4,sad,1
55,151602,1,0.631,0.605,8,-7.656,1,0.0315,0.0882,0.0,0.147,0.219,141.968,4,emo,1
54,204029,0,0.283,0.677,11,-5.535,0,0.0347,0.0722,0.0,0.19,0.188,81.246,5,grunge,1
69,212413,1,0.649,0.799,2,-4.87,1,0.377,0.0405,0.0,0.452,0.558,173.913,4,pop,1
62,233302,0,0.8,0.904,3,-5.101,1,0.0628,0.238,3.34e-06,0.107,0.714,95.04,4,indian,1
79,311106,0,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,4,emo,1
73,285163,0,0.324,0.539,2,-8.076,1,0.038,0.713,3.15e-05,0.118,0.486,120.526,4,pop-film,1
33,187977,0,0.623,0.8,11,-7.997,0,0.0863,0.0694,0.0,0.0843,0.616,173.168,4,anime,0
2,170964,0,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-06,0.316,0.344,75.25,1,pop,0
64,316680,0,0.718,0.361,5,-9.74,0,0.0298,0.565,0.119,0.151,0.446,103.0,4,pop-film,1
56,181636,0,0.724,0.112,11,-24.477,0,0.0349,0.658,0.853,0.116,0.157,109.948,4,anime,1
67,247374,0,0.697,0.66,10,-5.459,0,0.0352,0.472,0.0,0.243,0.301,93.011,4,pop,1
53,57226,0,0.246,0.103,2,-24.539,1,0.0387,0.895,0.903,0.121,0.165,85.744,3,anime,1
75,232453,0,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,4,grunge,1
52,258731,0,0.689,0.97,11,-8.789,1,0.0884,0.0918,0.00415,0.154,0.943,138.0,4,anime,1
57,195000,0,0.791,0.808,7,-6.907,1,0.0334,0.347,0.0214,0.0877,0.745,115.0,4,k-pop,1
46,127000,0,0.662,0.324,11,-18.517,1,0.0645,0.312,0.864,0.108,0.0393,80.053,4,chill,0
72,225786,0,0.494,0.723,6,-4.559,0,0.0441,0.0192,0.0322,0.134,0.152,144.036,4,emo,1
65,231136,0,0.791,0.348,10,-9.457,1,0.0434,0.594,1.45e-06,0.097,0.49,131.972,4,pop,1
47,180800,0,0.817,0.712,2,-7.269,1,0.0279,0.64,0.0,0.0625,0.965,102.524,3,sertanejo,0
50,144796,0,0.771,0.729,11,-4.646,0,0.0358,0.415,0.0,0.502,0.771,117.977,4,sertanejo,1
58,259973,0,0.423,0.951,2,-1.726,1,0.118,0.0204,0.000369,0.331,0.768,78.78,4,pop-film,1
58,332626,0,0.66,0.567,4,-6.318,0,0.0289,0.00428,0.0137,0.11,0.182,107.754,4,grunge,1
66,173973,0,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,4,pop,1
44,228207,0,0.366,0.725,7,-6.232,1,0.0447,0.275,4.75e-05,0.937,0.312,121.416,4,sertanejo,0
70,87411,0,0.593,0.275,6,-15.25,0,0.0638,0.816,0.0115,0.108,0.363,114.82,4,chill,1
57,296760,0,0.642,0.493,0,-9.618,0,0.0325,0.163,0.000796,0.111,0.281,120.019,4,pop-film,1
41,187187,1,0.678,0.727,5,-6.534,0,0.0646,0.232,6.74e-05,0.107,0.453,143.003,4,emo,0
53,178208,0,0.705,0.496,11,-6.197,0,0.0634,0.486,0.0,0.168,0.488,79.839,4,sertanejo,1
66,310346,0,0.423,0.954,7,-3.157,0,0.047,0.0021,0.0,0.177,0.5,144.553,4,grunge,1
52,245306,0,0.589,0.365,9,-14.291,1,0.0284,0.874,0.905,0.101,0.192,110.023,4,anime,1
60,312760,0,0.407,0.459,7,-4.837,1,0.0263,0.0455,2.98e-05,0.111,0.113,75.016,4,emo,1
72,249707,0,0.302,0.493,9,-5.038,1,0.0451,0.455,0.0,0.134,0.457,88.904,4,indian,1
58,318093,0,0.433,0.895,2,-5.548,0,0.0587,0.000127,1.7e-05,0.358,0.246,149.896,4,grunge,1
70,255826,0,0.525,0.646,11,-4.963,1,0.0268,0.304,0.0,0.297,0.373,86.957,4,anime,1
44,205586,0,0.583,0.633,4,-5.517,1,0.0287,0.541,0.0,0.769,0.432,103.026,4,sertanejo,0
70,194418,0,0.735,0.839,10,-4.263,0,0.0381,0.129,0.0,0.41,0.609,100.017,4,pop-film,1
47,215269,0,0.49,0.229,4,-12.11,0,0.0273,0.804,0.00489,0.126,0.281,90.205,4,chill,0
64,169939,0,0.634,0.644,11,-3.96,0,0.35,0.0324,0.0,0.644,0.538,163.628,4,pop,1
58,173240,1,0.708,0.543,7,-3.614,0,0.169,0.41,5.15e-05,0.0771,0.639,89.976,4,chill,1
37,107419,0,0.416,0.588,4,-8.596,0,0.0351,0.316,0.886,0.846,0.23,61.97,4,anime,0
60,306511,0,0.568,0.508,9,-7.553,1,0.0333,0.737,0.0,0.103,0.685,86.03,4,pop-film,1
44,179957,0,0.813,0.795,9,-4.984,1,0.0477,0.538,2.19e-06,0.0632,0.879,131.916,4,indian,0
31,245000,0,0.42,0.341,0,-8.075,1,0.0325,0.942,0.00123,0.105,0.193,107.862,4,pop,0
76,272532,0,0.607,0.713,4,-5.105,1,0.03,0.56,4.98e-05,0.101,0.611,124.868,4,pop-film,1
57,156874,1,0.781,0.548,3,-6.749,0,0.0541,0.587,0.000101,0.141,0.5,119.888,4,chill,1
61,209493,0,0.703,0.845,11,-3.479,0,0.0682,0.0296,0.0,0.213,0.428,139.936,4,k-pop,1
66,156364,0,0.465,0.407,5,-7.859,1,0.0819,0.715,0.0,0.0523,0.347,66.802,3,k-pop,1
54,174186,0,0.313,0.757,11,-3.379,1,0.0433,0.375,0.0,0.58,0.37,158.553,4,sertanejo,1
66,253413,0,0.561,0.593,5,-9.362,1,0.0264,0.00327,0.00144,0.0967,0.574,80.282,4,grunge,1
57,251210,0,0.739,0.738,7,-8.241,1,0.249,0.348,0.0,0.161,0.737,139.895,4,pop-film,1
77,309327,1,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,k-pop,1
35,196510,0,0.662,0.63,1,-9.64,0,0.0862,0.226,0.0,0.144,0.171,149.046,4,emo,0
56,138047,0,0.443,0.878,8,-6.717,0,0.0418,0.000788,0.56,0.0623,0.683,136.567,4,grunge,1
50,254539,0,0.715,0.885,7,-5.802,1,0.0436,0.0337,1.11e-06,0.223,0.779,134.986,4,anime,1
67,217992,0,0.581,0.424,8,-6.616,1,0.0269,0.723,0.0,0.101,0.352,98.936,4,pop,1
4,183066,0,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop,0
64,240020,0,0.579,0.896,10,-2.781,0,0.225,0.0272,1.02e-06,0.352,0.678,153.991,4,k-pop,1
55,257647,0,0.756,0.426,1,-8.75,0,0.0745,0.504,0.0394,0.0884,0.355,135.96,4,chill,1
43,179684,0,0.623,0.681,2,-6.155,1,0.0407,0.0508,0.0,0.372,0.351,94.969,4,sertanejo,0
56,319686,0,0.799,0.525,7,-5.615,0,0.0276,0.178,1.94e-05,0.19,0.537,119.994,4,pop-film,1
3,167760,0,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,4,pop,0
72,84741,0,0.328,0.301,0,-13.283,1,0.0366,0.926,0.825,0.118,0.167,147.398,4,emo,1
70,165333,0,0.65,0.462,11,-6.587,0,0.089,0.366,0.0,0.159,0.649,89.887,4,chill,1
55,275413,0,0.658,0.537,0,-7.604,1,0.0281,0.156,2.88e-06,0.176,0.231,121.968,4,indian,1
68,177160,1,0.598,0.683,4,-6.588,0,0.054,0.0152,0.0,0.319,0.122,135.982,5,emo,1
70,214426,0,0.366,0.797,1,-4.923,0,0.0812,0.0157,0.0,0.0694,0.181,169.986,4,emo,1
70,315173,0,0.7,0.343,2,-10.474,1,0.0308,0.767,0.0,0.0789,0.488,137.864,4,pop-film,1
70,160560,1,0.553,0.572,1,-6.703,1,0.039,0.000115,0.0,0.115,0.168,135.036,3,emo,1
68,291462,0,0.563,0.495,2,-10.272,1,0.0362,0.781,0.0,0.0837,0.244,125.998,4,pop,1
59,423613,0,0.452,0.703,6,-6.523,1,0.195,0.484,9.32e-06,0.121,0.813,172.039,4,indian,1
68,157245,0,0.889,0.341,7,-7.909,1,0.0424,0.117,3.7e-06,0.0734,0.942,118.003,4,indian,1
68,214159,0,0.848,0.364,11,-10.058,1,0.0637,0.697,0.00529,0.14,0.569,137.541,4,chill,1
51,124656,1,0.898,0.773,10,-5.588,0,0.0423,0.0419,0.0,0.107,0.6,140.031,4,emo,1
67,230082,0,0.441,0.61,9,-5.182,0,0.0404,0.238,0.0,0.101,0.348,79.736,4,pop-film,1
62,162151,0,0.586,0.501,4,-8.519,1,0.0908,0.0874,0.0,0.0899,0.342,79.366,4,chill,1
48,213680,0,0.475,0.922,11,-5.136,0,0.0452,0.00738,0.0218,0.07,0.535,154.99,4,grunge,0
6,91914,1,0.384,0.587,1,-5.839,0,0.0579,0.627,0.0,0.13,0.258,187.579,4,sad,0
71,243160,0,0.537,0.712,5,-5.597,1,0.0286,0.289,0.00568,0.08,0.704,159.871,4,chill,1
83,166605,1,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4,emo,1
2,161920,0,0.459,0.858,4,-3.063,1,0.0626,0.0506,0.0,0.184,0.855,111.682,4,emo,0
64,175807,0,0.548,0.558,1,-4.339,0,0.227,0.46,0.0,0.0788,0.7,80.031,4,chill,1
67,189355,0,0.514,0.736,10,-4.364,1,0.0321,0.483,0.0,0.18,0.495,90.002,4,k-pop,1
55,261588,0,0.552,0.844,1,-9.007,1,0.13,0.244,0.000438,0.0813,0.822,79.493,4,k-pop,1
63,236160,0,0.61,0.963,11,-4.451,1,0.0576,0.075,0.0,0.256,0.839,133.747,4,anime,1
50,194546,0,0.878,0.723,3,-3.334,0,0.102,0.00227,0.0,0.0516,0.619,126.01,4,k-pop,1
54,216800,0,0.555,0.844,3,-6.567,0,0.0553,0.00818,0.0,0.0895,0.464,105.193,4,grunge,1
71,191647,0,0.524,0.515,11,-7.478,0,0.0427,0.674,0.0,0.104,0.368,169.882,4,pop,1
46,497567,0,0.588,0.604,9,-6.754,1,0.0485,0.358,0.0,0.543,0.699,154.282,4,k-pop,0
31,256123,0,0.545,0.988,2,-4.59,1,0.252,0.000119,0.00966,0.197,0.0786,101.504,4,emo,0
45,151817,0,0.817,0.871,6,-2.072,1,0.0798,0.581,0.0,0.275,0.967,155.038,4,sertanejo,0
47,198750,0,0.536,0.92,2,-3.186,1,0.0738,0.284,0.0,0.355,0.657,156.883,4,sertanejo,0
84,204939,0,0.724,0.818,8,-3.747,1,0.168,0.0201,0.0,0.0358,0.696,77.004,4,k-pop,1
65,196186,0,0.281,0.493,7,-9.461,1,0.0284,0.0519,9.15e-06,0.101,0.167,60.772,4,grunge,1
43,282026,0,0.54,0.706,9,-5.235,1,0.0543,0.0171,0.0,0.225,0.385,172.021,4,anime,0
45,491466,0,0.512,0.536,9,-11.832,0,0.048,0.888,0.00353,0.305,0.696,125.734,4,k-pop,0
0,220298,1,0.668,0.394,2,-12.825,1,0.0778,0.124,4.06e-06,0.0805,0.0998,133.855,4,sad,0
45,146870,0,0.301,0.75,0,-7.337,1,0.0663,0.0655,0.734,0.0935,0.328,138.373,4,anime,0
53,101437,0,0.71,0.464,2,-8.171,1,0.0316,0.345,0.915,0.163,0.436,124.061,4,anime,1
56,160682,0,0.633,0.877,1,-5.182,1,0.0526,0.335,0.0,0.128,0.913,162.032,4,sertanejo,1
56,143830,0,0.629,0.287,0,-12.602,1,0.0906,0.972,0.000907,0.107,0.378,112.934,4,sad,1
66,218523,0,0.617,0.392,1,-9.295,1,0.193,0.381,0.0,0.1,0.313,84.499,4,pop,1
64,176692,1,0.845,0.472,2,-10.111,1,0.269,0.114,0.0,0.147,0.209,125.008,4,sad,1
52,147750,0,0.685,0.422,7,-13.139,1,0.429,0.838,0.222,0.451,0.2,82.58,3,sad,1
69,341413,0,0.44,0.983,0,-4.36,1,0.0868,0.22,0.0,0.26,0.203,159.968,4,anime,1
54,192333,1,0.417,0.498,9,-6.077,1,0.0845,0.838,0.0,0.0748,0.37,179.801,4,sad,1
42,228702,0,0.51,0.844,9,-2.321,0,0.335,0.43,0.0,0.0454,0.575,91.2,4,indian,0
57,300400,0,0.529,0.812,1,-9.238,0,0.0706,0.768,1.93e-06,0.311,0.768,138.841,3,k-pop,1
52,132500,0,0.808,0.659,4,-8.357,1,0.148,0.0614,0.0,0.35,0.774,90.02,4,sad,1
46,200240,0,0.512,0.97,8,-3.886,0,0.212,0.03,0.0,0.0994,0.427,94.952,4,grunge,0
43,221807,0,0.324,0.766,9,-8.478,0,0.0776,0.0261,0.844,0.102,0.0399,174.017,4,anime,0
58,302710,0,0.82,0.795,9,-8.285,0,0.225,0.237,0.000297,0.0524,0.779,104.988,4,pop-film,1
57,243903,0,0.502,0.874,1,-5.981,0,0.0677,0.0933,0.000173,0.0638,0.884,199.751,4,anime,1
57,151436,0,0.779,0.648,7,-6.85,1,0.0881,0.0185,0.0,0.0741,0.72,90.292,4,chill,1
59,145095,0,0.757,0.512,7,-10.334,0,0.0663,0.165,0.000399,0.0938,0.523,150.931,4,sad,1
65,257293,0,0.438,0.434,7,-8.37,1,0.0371,0.122,0.0,0.15,0.195,179.913,4,anime,1
67,304088,0,0.647,0.792,2,-9.815,1,0.0373,0.00536,5.82e-05,0.054,0.306,132.032,4,pop,1
59,190500,0,0.65,0.697,0,-9.582,0,0.272,0.13,0.0,0.862,0.551,99.771,4,k-pop,1
69,153210,0,0.658,0.603,2,-6.552,0,0.0676,0.472,0.0,0.124,0.519,146.864,4,pop,1
60,282022,0,0.527,0.469,7,-9.562,0,0.0247,0.856,0.00393,0.121,0.403,90.933,4,k-pop,1
67,178529,0,0.878,0.777,5,-3.702,0,0.163,0.0437,0.0,0.401,0.878,139.989,4,k-pop,1
51,191280,0,0.392,0.515,7,-5.543,0,0.0352,0.728,0.0,0.576,0.299,69.71,4,sertanejo,1
48,182333,0,0.653,0.682,11,-4.503,1,0.0284,0.271,1.67e-06,0.826,0.438,106.969,3,sertanejo,0
54,247862,0,0.567,0.546,4,-8.316,1,0.0405,0.301,1.69e-06,0.129,0.401,113.806,4,indian,1
66,134608,1,0.748,0.694,1,-7.616,1,0.0861,0.0616,0.000167,0.331,0.197,115.044,4,sad,1
59,248081,1,0.587,0.539,1,-7.528,0,0.0978,0.643,0.0,0.147,0.305,145.724,4,emo,1
46,191333,0,0.649,0.811,2,-5.659,1,0.0307,0.443,0.0,0.275,0.725,138.103,4,sertanejo,0
56,354862,0,0.69,0.73,5,-6.587,1,0.0307,0.121,0.0,0.346,0.779,113.967,4,pop-film,1
48,128360,0,0.496,0.519,8,-8.515,1,0.0397,0.49,8.05e-05,0.217,0.0951,140.127,4,indian,0
20,269413,0,0.491,0.962,3,-5.124,0,0.113,0.00347,0.0,0.0871,0.463,116.935,4,anime,0
2,182506,0,0.678,0.698,7,-4.57,1,0.0587,0.00214,4.94e-06,0.0945,0.812,192.005,4,pop,0
45,252382,0,0.468,0.432,0,-7.398,1,0.0242,0.56,0.000111,0.0963,0.273,83.04,4,indian,0
45,244067,0,0.571,0.13,4,-14.136,1,0.0356,0.844,0.0,0.0833,0.385,131.568,3,indian,0
44,184533,0,0.478,0.438,2,-6.49,1,0.0272,0.477,2.06e-06,0.0942,0.57,83.256,3,sertanejo,0
53,228053,0,0.31,0.83,1,-8.527,1,0.0482,1.53e-06,0.146,0.137,0.617,170.568,4,grunge,1
42,263366,0,0.527,0.929,7,-5.582,0,0.161,0.23,4.45e-05,0.28,0.595,155.536,4,k-pop,0
48,99942,0,0.705,0.259,1,-8.796,1,0.374,0.398,5.63e-05,0.0571,0.502,172.476,4,chill,0
64,152560,0,0.486,0.938,1,-6.652,1,0.0704,1.79e-05,0.000103,0.361,0.525,125.816,4,grunge,1
66,202718,0,0.607,0.695,0,-9.537,1,0.0567,0.163,4.26e-06,0.109,0.594,150.061,4,pop-film,1
42,235864,0,0.263,0.586,7,-9.08,1,0.0421,0.209,0.89,0.191,0.125,144.009,4,anime,0
71,193173,0,0.84,0.656,6,-5.162,0,0.0401,0.0287,4.38e-06,0.0714,0.783,121.99,4,k-pop,1
53,183579,0,0.588,0.427,7,-11.255,0,0.0417,0.594,0.252,0.111,0.229,78.926,4,chill,1
33,229503,0,0.81,0.965,3,-5.174,0,0.232,0.187,0.0,0.0928,0.349,114.987,4,anime,0
64,65790,0,0.614,0.277,1,-11.943,0,0.042,0.967,0.891,0.0698,0.236,84.938,4,chill,1
78,157333,0,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,4,grunge,1
70,215752,0,0.541,0.779,6,-5.581,0,0.033,0.00338,0.0,0.177,0.501,94.069,3,k-pop,1
56,207000,0,0.368,0.967,8,-1.199,0,0.15,0.00497,0.0,0.223,0.345,142.887,3,anime,1
41,275080,0,0.417,0.846,2,-3.377,1,0.0594,0.0311,0.0,0.233,0.466,143.994,4,anime,0
60,173415,0,0.56,0.799,1,-3.572,1,0.187,0.362,0.0,0.838,0.661,174.005,4,sertanejo,1
58,178560,0,0.804,0.595,11,-8.65,0,0.0401,0.422,0.000118,0.0808,0.781,125.08,4,chill,1
42,303000,0,0.401,0.272,7,-11.872,0,0.0498,0.311,1.18e-06,0.147,0.0927,179.887,3,pop-film,0
24,270000,0,0.521,0.827,10,-7.225,0,0.0514,0.0412,0.0235,0.0999,0.411,101.99,4,emo,0
56,92160,1,0.942,0.439,0,-8.519,1,0.0864,0.346,0.0,0.107,0.231,125.018,4,sad,1
71,173195,1,0.594,0.625,11,-9.081,0,0.256,0.00521,0.0,0.481,0.517,96.706,4,pop,1
62,180117,0,0.386,0.471,2,-9.65,1,0.0403,0.829,0.0,0.147,0.21,154.039,3,pop-film,1
60,312453,0,0.708,0.325,2,-11.414,1,0.0369,0.819,1.42e-06,0.0827,0.567,137.814,4,pop-film,1
60,107986,0,0.9,0.273,7,-15.653,0,0.0803,0.758,0.0277,0.284,0.348,130.109,4,chill,1
43,212571,0,0.648,0.0665,7,-24.554,1,0.0336,0.984,1.08e-05,0.115,0.38,139.867,4,indian,0
76,208960,0,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,4,grunge,1
72,234457,0,0.674,0.641,0,-5.139,0,0.0339,0.149,0.0,0.0925,0.664,99.91,4,k-pop,1
58,239053,0,0.516,0.493,2,-7.285,1,0.0814,0.645,0.0,0.92,0.586,79.435,3,sertanejo,1
55,234736,1,0.719,0.387,10,-9.38,0,0.0643,0.891,0.0,0.114,0.17,135.064,4,sad,1
75,199919,0,0.644,0.867,11,-4.18,0,0.0383,0.001,0.0,0.105,0.687,124.997,4,k-pop,1
36,274591,0,0.764,0.845,10,-5.867,0,0.126,0.495,0.0,0.0899,0.487,98.007,4,anime,0
71,341823,0,0.417,0.433,4,-8.958,1,0.0415,0.0726,0.0,0.123,0.207,169.92,4,pop,1
67,218466,0,0.347,0.868,5,-4.145,0,0.0467,0.00012,0.000273,0.0845,0.313,182.851,4,grunge,1
69,196670,0,0.692,0.835,6,-4.978,0,0.0628,0.0517,0.0,0.134,0.566,80.017,4,k-pop,1
86,176658,0,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,4,pop,1
53,179066,0,0.531,0.95,5,-3.926,1,0.0486,0.00362,0.0,0.378,0.525,96.925,4,grunge,1
74,238143,0,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,4,k-pop,1
57,124187,0,0.604,0.767,11,-5.391,0,0.0567,0.335,1.32e-06,0.45,0.439,134.143,4,sad,1
44,178076,0,0.597,0.127,7,-18.746,1,0.0292,0.894,0.192,0.105,0.0574,103.962,4,chill,0
72,199420,0,0.761,0.554,1,-8.119,0,0.0854,0.193,0.00844,0.0802,0.555,92.52,4,pop,1
51,326860,0,0.623,0.298,1,-14.286,1,0.166,0.861,0.0,0.177,0.67,123.281,4,k-pop,1
56,134815,1,0.906,0.349,0,-7.342,1,0.106,0.481,0.000113,0.0925,0.249,109.981,4,sad,1
47,115695,1,0.574,0.411,4,-9.587,1,0.0685,0.925,0.000478,0.144,0.0764,93.934,4,chill,0
46,284101,0,0.465,0.289,0,-12.235,1,0.0563,0.69,0.000213,0.187,0.16,83.299,4,emo,0
67,78214,0,0.608,0.461,11,-13.083,0,0.146,0.828,0.00104,0.107,0.512,114.886,4,sad,1
77,161462,0,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,4,emo,1
40,231225,0,0.871,0.428,1,-14.031,0,0.127,0.39,0.0549,0.281,0.403,101.162,4,sad,0
48,130409,1,0.907,0.389,11,-12.132,1,0.303,0.792,0.00024,0.105,0.549,133.084,4,sad,0
50,201152,0,0.566,0.924,6,-2.351,0,0.12,0.522,2.6e-06,0.487,0.64,135.893,4,sertanejo,1
68,290526,0,0.687,0.633,8,-9.552,1,0.141,0.119,0.0,0.291,0.567,151.996,4,pop-film,1
48,190176,0,0.347,0.693,0,-3.473,1,0.0841,0.142,0.0,0.15,0.614,177.918,4,sertanejo,0
64,160000,0,0.683,0.481,8,-9.174,0,0.075,0.191,0.736,0.0907,0.47,120.001,4,chill,1
48,230574,0,0.815,0.918,2,-4.439,0,0.138,0.646,0.0,0.106,0.811,117.971,4,indian,0
57,161333,1,0.839,0.386,0,-10.847,1,0.426,0.425,0.0,0.105,0.675,90.121,4,sad,1
63,340320,0,0.523,0.847,3,-5.888,1,0.028,0.00309,1.21e-05,0.146,0.475,155.032,4,grunge,1
66,177386,1,0.494,0.628,7,-7.615,1,0.0541,0.0814,0.0,0.111,0.101,129.966,3,emo,1
45,255773,0,0.84,0.922,10,-5.354,0,0.197,0.646,2.3e-06,0.118,0.734,112.309,3,k-pop,0
65,221714,0,0.682,0.437,10,-8.655,1,0.0271,0.758,0.00801,0.106,0.233,104.961,4,pop,1
44,277786,0,0.562,0.703,7,-6.413,1,0.0274,0.222,0.000671,0.898,0.475,147.096,4,sertanejo,0
59,208461,1,0.459,0.66,9,-6.963,1,0.208,0.918,0.000147,0.121,0.621,179.75,4,chill,1
43,234986,0,0.69,0.335,11,-15.583,0,0.0336,0.782,0.902,0.0926,0.39,123.973,4,indian,0
43,223093,0,0.61,0.888,4,-4.8,0,0.0435,0.00716,1.17e-05,0.0884,0.548,128.024,4,indian,0
77,350011,0,0.43,0.612,10,-5.534,0,0.0392,0.432,2.29e-06,0.0955,0.241,85.959,4,pop,1
